,index,Inhibition Observed,h_bond_donors,h_bond_acceptors,molar_refractivity,molecular_weight,n_atoms,n_carbons,n_heteroatoms,n_rings,n_rot_bonds,logp,tpsa,n_heavy_atoms,n_aromatic_atom,single_bond,double_bond,triple_bond,aromatic_bond
28,146,1,1.0,2.0,102.95770000000002,344.15247788,26.0,22.0,4.0,4.0,4.0,3.794400000000002,49.410000000000004,26.0,16.0,20.0,4.0,0.0,34.0
29,151,1,1.0,2.0,60.483700000000034,214.110613068,16.0,13.0,3.0,2.0,2.0,1.79158,52.89,16.0,6.0,18.0,2.0,2.0,12.0
30,156,1,1.0,3.0,85.92870000000002,299.05508941600004,20.0,15.0,5.0,3.0,3.0,2.9347000000000003,32.56,20.0,15.0,10.0,2.0,0.0,32.0
31,161,0,0.0,4.0,62.03700000000003,230.06261732,16.0,11.0,5.0,3.0,0.0,0.9212199999999999,34.81,16.0,13.0,6.0,0.0,0.0,30.0
32,166,1,1.0,4.0,72.94570000000002,257.062282972,18.0,13.0,5.0,3.0,1.0,2.6634400000000005,58.64,18.0,15.0,6.0,2.0,0.0,32.0
33,171,1,2.0,7.0,98.40470000000002,348.12224037199996,26.0,19.0,7.0,4.0,3.0,3.038200000000001,103.26,26.0,19.0,14.0,2.0,0.0,42.0
34,176,1,1.0,9.0,85.31380000000003,322.17533856399996,23.0,14.0,9.0,3.0,4.0,-1.9988999999999966,88.53,23.0,9.0,26.0,4.0,0.0,20.0
35,181,1,1.0,3.0,73.67380000000003,270.089208928,20.0,16.0,4.0,2.0,4.0,3.3028000000000013,63.60000000000001,20.0,12.0,14.0,4.0,0.0,24.0
36,186,1,1.0,4.0,86.70540000000004,293.152812228,22.0,18.0,4.0,3.0,2.0,3.6508800000000017,71.92999999999999,22.0,12.0,22.0,0.0,2.0,24.0
37,191,1,1.0,3.0,97.01270000000004,322.113984196,23.0,19.0,4.0,3.0,4.0,4.582440000000004,41.99,23.0,16.0,14.0,2.0,0.0,34.0
38,196,1,1.0,7.0,92.28670000000004,347.141595912,24.0,16.0,8.0,3.0,6.0,2.917700000000001,81.93,24.0,11.0,28.0,2.0,0.0,22.0
39,201,1,0.0,6.0,89.87700000000005,312.206244768,23.0,17.0,6.0,3.0,7.0,1.2193999999999998,50.080000000000005,23.0,11.0,26.0,2.0,0.0,22.0
40,206,1,1.0,5.0,94.19570000000002,339.104147784,24.0,18.0,6.0,3.0,6.0,3.606720000000002,64.11000000000001,24.0,17.0,16.0,2.0,0.0,34.0
41,211,1,2.0,3.0,86.71640000000004,301.179026976,22.0,17.0,5.0,3.0,5.0,2.4595000000000002,61.440000000000005,22.0,6.0,32.0,4.0,0.0,12.0
42,216,1,0.0,6.0,87.28000000000004,319.14668129200004,22.0,15.0,7.0,2.0,6.0,2.2396399999999996,63.910000000000004,22.0,11.0,22.0,2.0,0.0,22.0
43,221,1,2.0,4.0,98.97940000000003,345.151097976,24.0,18.0,6.0,2.0,5.0,3.296780000000002,74.85,24.0,12.0,22.0,4.0,0.0,24.0
44,226,1,2.0,3.0,96.28840000000004,348.069926464,23.0,17.0,6.0,2.0,5.0,4.337620000000002,58.2,23.0,12.0,20.0,4.0,0.0,24.0
45,231,1,1.0,4.0,84.41930000000005,314.07251330799994,22.0,16.0,6.0,3.0,4.0,2.4612,70.5,22.0,12.0,20.0,4.0,0.0,24.0
46,236,1,0.0,7.0,91.40800000000004,347.141595912,24.0,16.0,8.0,3.0,5.0,2.0214999999999996,73.14,24.0,11.0,28.0,2.0,0.0,22.0
47,241,1,0.0,4.0,51.47300000000002,210.026312064,14.0,9.0,5.0,2.0,2.0,2.597600000000001,38.92,14.0,11.0,8.0,0.0,0.0,22.0
48,246,1,1.0,6.0,75.19470000000001,305.128802972,22.0,14.0,8.0,3.0,5.0,0.7743999999999998,81.92999999999999,22.0,11.0,24.0,2.0,0.0,22.0
49,251,1,2.0,4.0,80.12740000000002,289.08849772,20.0,14.0,6.0,2.0,4.0,2.1175399999999995,74.85,20.0,12.0,14.0,4.0,0.0,24.0
50,256,1,1.0,5.0,96.90470000000005,341.221560484,25.0,19.0,6.0,3.0,5.0,3.158400000000001,72.7,25.0,11.0,30.0,2.0,0.0,22.0
51,261,1,1.0,5.0,96.06740000000003,339.104147784,24.0,18.0,6.0,3.0,6.0,2.2166,77.98,24.0,16.0,14.0,4.0,0.0,34.0
52,266,1,0.0,6.0,96.65600000000005,343.135447912,24.0,18.0,6.0,3.0,4.0,3.851460000000003,56.49000000000001,24.0,13.0,20.0,2.0,0.0,30.0
53,271,1,1.0,4.0,66.65670000000001,263.05286116,18.0,12.0,6.0,3.0,3.0,2.6927000000000003,54.88,18.0,11.0,16.0,2.0,0.0,22.0
54,276,1,1.0,5.0,92.63340000000004,335.112604292,22.0,16.0,6.0,3.0,4.0,3.9332400000000014,68.87,22.0,9.0,26.0,2.0,0.0,20.0
55,281,1,1.0,6.0,95.86870000000002,336.16985925999995,25.0,18.0,7.0,3.0,6.0,1.7224999999999995,75.94,25.0,17.0,18.0,2.0,0.0,34.0
56,286,1,1.0,5.0,86.68570000000003,315.10414778399996,22.0,16.0,6.0,3.0,6.0,3.0577000000000005,60.06,22.0,14.0,16.0,2.0,0.0,30.0
57,291,1,1.0,5.0,90.70570000000004,313.124883228,22.0,17.0,5.0,4.0,4.0,3.962120000000003,38.56,22.0,14.0,20.0,0.0,0.0,30.0
58,296,1,1.0,6.0,80.10120000000003,295.10692465600005,22.0,15.0,7.0,3.0,4.0,1.9231999999999994,81.92999999999999,22.0,17.0,12.0,2.0,0.0,34.0
59,301,1,1.0,5.0,67.69880000000002,284.002240828,18.0,11.0,7.0,2.0,4.0,2.9552000000000014,76.22,18.0,11.0,14.0,2.0,0.0,22.0
60,306,1,1.0,5.0,69.26170000000002,263.072847656,18.0,12.0,6.0,2.0,4.0,1.8831199999999997,68.02,18.0,11.0,14.0,2.0,0.0,22.0
61,311,1,2.0,5.0,75.66350000000003,296.02893424399997,19.0,12.0,7.0,2.0,5.0,2.983320000000001,79.29,19.0,10.0,16.0,4.0,0.0,20.0
62,316,1,1.0,4.0,64.46770000000002,238.02345494,15.0,10.0,5.0,2.0,2.0,3.138420000000001,41.99,15.0,10.0,10.0,2.0,0.0,20.0
63,321,1,1.0,7.0,90.52870000000001,328.110630132,23.0,15.0,8.0,3.0,5.0,2.1062999999999996,75.94,23.0,16.0,16.0,2.0,0.0,32.0
64,326,1,0.0,7.0,76.98200000000003,326.07365618,22.0,14.0,8.0,2.0,7.0,2.8314000000000012,74.45,22.0,11.0,22.0,2.0,0.0,22.0
65,331,1,2.0,4.0,96.34740000000002,335.174610292,25.0,19.0,6.0,3.0,5.0,3.0899600000000014,83.56,25.0,17.0,18.0,2.0,0.0,34.0
66,336,1,1.0,4.0,78.35070000000003,286.07759868799997,20.0,15.0,5.0,3.0,2.0,0.9710199999999998,50.69,20.0,11.0,16.0,6.0,0.0,22.0
67,341,1,1.0,7.0,80.15570000000002,302.09498006800004,21.0,13.0,8.0,3.0,4.0,2.0448999999999997,85.59,21.0,14.0,14.0,2.0,0.0,30.0
68,346,1,1.0,5.0,65.71870000000003,251.072847656,17.0,11.0,6.0,2.0,4.0,2.0652899999999996,52.07000000000001,17.0,11.0,12.0,2.0,0.0,22.0
69,351,0,1.0,4.0,78.66770000000002,281.11642672000005,21.0,16.0,5.0,2.0,5.0,2.4111800000000008,75.00999999999999,21.0,12.0,16.0,2.0,2.0,24.0
70,356,1,2.0,2.0,91.02840000000003,292.15756325999996,22.0,19.0,3.0,3.0,4.0,3.4347400000000015,44.89,22.0,16.0,12.0,2.0,0.0,34.0
71,361,1,1.0,3.0,81.58970000000004,279.137162164,21.0,17.0,4.0,2.0,4.0,3.019420000000001,65.78,21.0,12.0,16.0,2.0,2.0,24.0
72,366,1,0.0,5.0,74.93800000000002,286.06213865200004,20.0,14.0,6.0,3.0,4.0,2.894700000000001,52.83,20.0,17.0,10.0,0.0,0.0,34.0
73,371,0,1.0,6.0,84.50080000000003,341.0600900519999,22.0,14.0,8.0,2.0,7.0,2.922720000000001,77.24000000000001,22.0,11.0,22.0,2.0,0.0,22.0
74,376,1,1.0,7.0,91.50170000000001,341.09464572,24.0,16.0,8.0,3.0,6.0,2.4017,81.92999999999999,24.0,17.0,16.0,2.0,0.0,34.0
75,381,1,2.0,4.0,90.16140000000001,323.12699140399997,24.0,18.0,6.0,3.0,6.0,2.8629,84.23,24.0,15.0,16.0,4.0,0.0,32.0
76,386,1,1.0,5.0,67.3524,312.952059596,17.0,10.0,7.0,2.0,4.0,2.0765,82.01,17.0,11.0,12.0,2.0,0.0,22.0
77,391,1,0.0,4.0,84.45500000000001,305.096440224,23.0,18.0,5.0,4.0,3.0,4.333400000000003,43.85,23.0,22.0,8.0,0.0,0.0,44.0
78,396,1,0.0,5.0,101.03800000000001,368.03862633600005,25.0,19.0,6.0,4.0,3.0,5.177120000000003,43.60000000000001,25.0,21.0,10.0,2.0,0.0,44.0
79,401,1,1.0,5.0,135.65119999999987,563.9796500160002,33.0,25.0,8.0,4.0,6.0,5.858780000000004,79.41,33.0,21.0,22.0,4.0,2.0,44.0
80,406,1,2.0,6.0,95.40150000000006,365.093308328,25.0,17.0,8.0,2.0,7.0,1.7210399999999997,105.83999999999999,25.0,10.0,24.0,6.0,0.0,22.0
81,411,1,0.0,6.0,135.07599999999994,463.13881904000004,32.0,25.0,7.0,4.0,7.0,5.857620000000005,47.36,32.0,17.0,30.0,6.0,0.0,34.0
82,416,1,1.0,4.0,134.10469999999998,505.20108285999993,35.0,26.0,9.0,3.0,10.0,5.423400000000005,52.650000000000006,35.0,12.0,44.0,6.0,0.0,24.0
83,421,1,0.0,5.0,111.19000000000005,412.22497412399997,30.0,25.0,5.0,4.0,1.0,4.493600000000004,77.50999999999999,30.0,0.0,54.0,12.0,0.0,0.0
84,426,1,1.0,5.0,98.89320000000002,351.15829153199996,26.0,20.0,6.0,3.0,6.0,3.7980000000000027,77.25000000000001,26.0,17.0,20.0,2.0,0.0,34.0
85,431,0,2.0,3.0,99.85020000000003,349.15904048,26.0,21.0,5.0,3.0,6.0,3.9726000000000026,57.510000000000005,26.0,18.0,18.0,2.0,0.0,36.0
86,436,1,2.0,4.0,69.96240000000003,271.01822524,17.0,10.0,7.0,2.0,2.0,1.4964999999999997,54.88000000000001,17.0,6.0,20.0,4.0,0.0,12.0
87,441,1,2.0,4.0,68.24430000000001,288.963412796,17.0,10.0,7.0,2.0,3.0,2.907900000000001,66.4,17.0,11.0,10.0,4.0,0.0,22.0
88,446,1,1.0,4.0,118.59420000000004,443.118385746,28.0,21.0,7.0,2.0,12.0,7.930600000000005,47.56,28.0,12.0,32.0,2.0,0.0,24.0
89,451,1,1.0,4.0,118.1497,443.080346828,30.0,22.0,8.0,4.0,5.0,3.9978000000000034,69.72,30.0,12.0,34.0,8.0,0.0,24.0
90,456,1,2.0,3.0,76.31650000000003,252.126263132,19.0,16.0,3.0,3.0,2.0,3.139320000000002,44.620000000000005,19.0,12.0,16.0,2.0,0.0,24.0
91,461,1,1.0,4.0,117.86220000000004,395.203133548,28.0,23.0,5.0,3.0,9.0,5.917020000000005,46.92,28.0,16.0,26.0,2.0,0.0,32.0
92,466,1,1.0,8.0,143.1766999999998,505.112998216,35.0,26.0,9.0,5.0,7.0,5.899640000000005,86.36,35.0,22.0,22.0,6.0,0.0,50.0
93,471,1,2.0,5.0,123.06640000000003,447.141676164,32.0,25.0,7.0,4.0,5.0,4.935100000000004,81.99000000000001,32.0,12.0,36.0,8.0,2.0,24.0
94,476,1,0.0,5.0,90.35650000000003,321.10010796,24.0,19.0,5.0,3.0,5.0,4.258000000000003,61.03,24.0,17.0,14.0,4.0,0.0,34.0
95,481,1,1.0,4.0,102.79670000000006,359.16674804,25.0,19.0,6.0,3.0,5.0,3.219500000000002,44.81,25.0,11.0,30.0,2.0,0.0,22.0
96,486,1,1.0,5.0,79.92070000000002,298.062138652,21.0,15.0,6.0,4.0,2.0,3.5805000000000016,55.88,21.0,16.0,14.0,2.0,0.0,32.0
97,491,1,2.0,6.0,158.7823999999997,540.0957643520001,37.0,28.0,9.0,5.0,6.0,6.9973000000000045,58.01,37.0,29.0,20.0,4.0,0.0,58.0
98,496,1,0.0,7.0,107.82550000000006,413.19507096399997,30.0,22.0,8.0,4.0,8.0,2.511400000000001,82.89,30.0,11.0,40.0,4.0,0.0,22.0
99,501,1,1.0,2.0,83.41750000000002,366.940360788,21.0,13.0,8.0,2.0,3.0,4.895120000000002,46.17,21.0,12.0,16.0,4.0,0.0,24.0
100,506,1,1.0,3.0,89.56850000000003,324.093248752,23.0,18.0,5.0,4.0,3.0,3.2006000000000014,59.06,23.0,16.0,14.0,4.0,0.0,34.0
101,511,1,1.0,10.0,165.60049999999956,647.1704283480001,44.0,30.0,14.0,3.0,13.0,4.431900000000003,142.05999999999997,44.0,18.0,46.0,10.0,0.0,36.0
102,516,1,0.0,11.0,156.66329999999974,610.133592904,45.0,31.0,14.0,6.0,8.0,4.781900000000004,171.66,45.0,24.0,42.0,10.0,0.0,48.0
103,521,1,1.0,3.0,165.43619999999956,542.2933284559999,41.0,37.0,4.0,5.0,10.0,8.298900000000005,45.480000000000004,41.0,29.0,30.0,2.0,0.0,58.0
104,526,0,0.0,2.0,133.402,430.298413836,32.0,29.0,3.0,3.0,13.0,7.124220000000007,25.240000000000002,32.0,17.0,32.0,2.0,0.0,34.0
105,531,1,2.0,1.0,75.50440000000005,258.18334954418,19.0,15.0,4.0,4.0,3.0,-0.045899999999998276,27.35,19.0,9.0,24.0,0.0,0.0,20.0
106,536,1,0.0,7.0,130.58650000000003,468.15413475599996,32.0,25.0,7.0,5.0,6.0,5.955400000000005,61.19,32.0,15.0,36.0,4.0,0.0,32.0
107,541,1,2.0,4.0,108.74260000000004,468.98881773200003,25.0,19.0,6.0,2.0,6.0,6.285600000000005,62.05000000000001,25.0,12.0,26.0,2.0,0.0,24.0
108,546,1,2.0,5.0,114.78640000000006,426.23007656799996,29.0,20.0,9.0,1.0,8.0,1.5747000000000004,98.82000000000001,29.0,0.0,48.0,10.0,0.0,0.0
109,551,1,0.0,7.0,143.8464999999998,534.1016205159999,37.0,28.0,9.0,5.0,7.0,6.106600000000006,77.42999999999999,37.0,21.0,32.0,6.0,0.0,44.0
110,556,1,1.0,7.0,118.48070000000001,424.10276787999993,29.0,21.0,8.0,4.0,7.0,5.1639000000000035,72.95,29.0,20.0,20.0,2.0,0.0,42.0
111,561,1,1.0,8.0,106.02210000000004,433.148514696,31.0,20.0,11.0,3.0,8.0,1.6503999999999994,145.15,31.0,6.0,44.0,10.0,0.0,12.0
112,566,1,3.0,5.0,121.4696,433.109627088,31.0,23.0,8.0,4.0,5.0,3.723300000000002,88.69,31.0,18.0,26.0,6.0,0.0,36.0
113,571,1,0.0,4.0,119.7155,565.898823624,26.0,20.0,6.0,4.0,3.0,4.641800000000002,51.96,26.0,20.0,10.0,4.0,0.0,44.0
114,576,0,2.0,3.0,90.86450000000002,391.95633195999994,23.0,16.0,7.0,3.0,2.0,3.269500000000001,69.64,23.0,12.0,20.0,6.0,0.0,24.0
115,581,1,1.0,4.0,69.69340000000001,297.97754607200005,16.0,11.0,5.0,2.0,3.0,3.0399000000000003,48.14,16.0,11.0,12.0,0.0,0.0,22.0
116,586,1,1.0,3.0,63.626800000000024,233.051049592,16.0,12.0,4.0,2.0,3.0,2.7456200000000006,50.19,16.0,11.0,10.0,2.0,0.0,22.0
117,591,1,2.0,6.0,94.25450000000004,324.12224037199996,24.0,17.0,7.0,3.0,3.0,1.3435999999999997,90.69000000000001,24.0,16.0,12.0,6.0,0.0,34.0
118,596,1,1.0,8.0,118.47210000000003,441.14707521599996,31.0,21.0,10.0,3.0,10.0,3.6380000000000017,112.18,31.0,17.0,28.0,4.0,0.0,34.0
119,601,1,1.0,7.0,95.97180000000004,377.1474520759999,27.0,19.0,8.0,2.0,6.0,1.3687999999999998,102.37,27.0,6.0,36.0,8.0,0.0,12.0
120,606,1,1.0,4.0,116.01920000000004,407.10700490799996,31.0,25.0,6.0,5.0,3.0,5.911080000000003,78.92,31.0,25.0,12.0,2.0,2.0,54.0
121,611,1,1.0,6.0,90.48110000000004,327.067762276,23.0,16.0,7.0,3.0,5.0,4.470500000000003,77.28999999999999,23.0,17.0,14.0,2.0,0.0,34.0
122,616,1,2.0,10.0,264.65359999999936,922.4768316920001,68.0,57.0,11.0,8.0,24.0,11.531299999999986,128.51000000000002,68.0,28.0,84.0,8.0,0.0,58.0
123,621,1,1.0,3.0,98.02080000000008,339.18344365999997,25.0,21.0,4.0,3.0,6.0,3.8960000000000026,49.769999999999996,25.0,12.0,28.0,2.0,0.0,24.0
124,626,1,0.0,9.0,149.6874999999997,648.1378288840001,45.0,29.0,16.0,6.0,7.0,6.807600000000005,93.42999999999999,45.0,27.0,44.0,2.0,0.0,54.0
125,631,1,2.0,6.0,118.98290000000004,461.10885181200007,31.0,21.0,10.0,3.0,8.0,3.619320000000001,88.91,31.0,17.0,28.0,4.0,0.0,34.0
126,636,1,1.0,3.0,61.71170000000004,205.15789760799998,15.0,12.0,3.0,2.0,3.0,1.4379,28.160000000000004,15.0,6.0,20.0,0.0,0.0,12.0
127,641,1,0.0,8.0,121.92780000000005,472.135130628,32.0,21.0,11.0,5.0,4.0,1.8357999999999985,99.60000000000001,32.0,15.0,34.0,6.0,0.0,32.0
128,646,1,1.0,8.0,128.56680000000003,475.17433552,35.0,26.0,9.0,4.0,7.0,3.907300000000003,111.08000000000001,35.0,18.0,34.0,6.0,0.0,36.0
129,651,1,1.0,6.0,86.44250000000004,330.096419548,24.0,15.0,9.0,2.0,6.0,2.2131,118.62,24.0,12.0,20.0,6.0,0.0,24.0
130,656,1,0.0,6.0,133.39549999999994,488.17475012,36.0,28.0,8.0,5.0,6.0,5.428720000000005,81.87,36.0,22.0,30.0,4.0,0.0,46.0
131,661,0,0.0,4.0,97.97050000000004,338.15180918399994,25.0,21.0,4.0,2.0,6.0,4.059760000000003,52.60000000000001,25.0,12.0,22.0,6.0,0.0,24.0
132,666,1,0.0,0.0,45.24070000000002,144.08077574009,11.0,10.0,1.0,2.0,0.0,1.96232,14.14,11.0,10.0,2.0,0.0,0.0,22.0
133,671,1,1.0,5.0,104.47770000000001,434.99023106799996,23.0,17.0,6.0,3.0,5.0,4.869300000000003,46.51,23.0,17.0,14.0,2.0,0.0,34.0
134,676,1,2.0,7.0,122.41350000000003,471.11552363609,32.0,22.0,10.0,5.0,6.0,2.847100000000001,101.30999999999999,32.0,18.0,28.0,4.0,0.0,40.0
135,681,1,1.0,4.0,97.95520000000002,374.09005519199997,26.0,19.0,7.0,3.0,6.0,5.226200000000003,51.22,26.0,17.0,20.0,2.0,0.0,34.0
136,686,0,1.0,2.0,79.58480000000006,269.141578848,20.0,17.0,3.0,3.0,3.0,3.136400000000001,40.540000000000006,20.0,10.0,20.0,2.0,0.0,22.0
137,691,1,1.0,2.0,53.82370000000001,243.91285884799998,12.0,6.0,6.0,1.0,1.0,3.7369000000000003,24.92,12.0,6.0,12.0,0.0,0.0,12.0
138,696,1,1.0,6.0,126.56020000000004,461.19507096399997,34.0,26.0,8.0,4.0,5.0,4.491900000000004,93.78000000000002,34.0,16.0,34.0,8.0,0.0,32.0
139,701,1,2.0,5.0,119.11620000000003,444.128982628,30.0,21.0,9.0,4.0,6.0,3.8584000000000023,95.16,30.0,15.0,28.0,6.0,0.0,32.0
140,706,1,3.0,9.0,133.02149999999997,472.177150132,35.0,24.0,11.0,4.0,8.0,5.468940000000003,130.26,35.0,24.0,24.0,4.0,0.0,48.0
141,711,1,1.0,5.0,113.59670000000001,452.037169124,29.0,22.0,7.0,3.0,6.0,4.440800000000003,76.99000000000001,29.0,18.0,20.0,6.0,0.0,36.0
142,716,1,0.0,8.0,133.41599999999994,459.227039788,34.0,26.0,8.0,5.0,4.0,3.358240000000002,74.29,34.0,21.0,28.0,4.0,0.0,44.0
143,721,1,2.0,1.0,102.80510000000004,370.10446083600004,23.0,20.0,3.0,3.0,6.0,5.441200000000004,41.81,23.0,15.0,18.0,0.0,0.0,32.0
144,726,1,0.0,5.0,54.96480000000004,306.07193911609005,17.0,8.0,9.0,2.0,0.0,-2.268399999999998,165.56,17.0,0.0,24.0,0.0,0.0,0.0
145,731,1,1.0,7.0,112.56420000000003,410.14126156399993,29.0,21.0,8.0,3.0,8.0,3.2883200000000015,86.11,29.0,17.0,24.0,4.0,0.0,34.0
146,736,1,1.0,7.0,133.7008,487.210721028,36.0,28.0,8.0,5.0,8.0,4.117200000000002,93.89,36.0,17.0,40.0,6.0,0.0,34.0
147,741,1,2.0,10.0,229.26539999999935,823.386636784,59.0,47.0,12.0,7.0,18.0,8.618140000000007,140.01,59.0,22.0,74.0,10.0,0.0,46.0
148,746,1,0.0,3.0,94.60600000000005,358.14817678400004,23.0,17.0,6.0,3.0,2.0,3.0881000000000016,40.620000000000005,23.0,0.0,46.0,4.0,0.0,0.0
149,751,1,2.0,6.0,134.53989999999996,476.19473661599994,35.0,27.0,8.0,4.0,8.0,5.004900000000004,99.03,35.0,19.0,30.0,4.0,0.0,42.0
150,756,0,0.0,9.0,157.94649999999965,620.181744384,44.0,31.0,13.0,6.0,9.0,6.297600000000006,93.42999999999999,44.0,27.0,40.0,4.0,0.0,54.0
151,761,1,2.0,7.0,126.4079,519.954240848,30.0,19.0,11.0,4.0,3.0,5.012340000000002,84.21000000000001,30.0,20.0,20.0,4.0,0.0,42.0
152,766,1,0.0,6.0,107.57140000000003,391.099062404,28.0,21.0,7.0,5.0,3.0,5.072700000000005,67.97,28.0,17.0,26.0,4.0,0.0,34.0
153,771,1,0.0,5.0,96.94280000000006,353.08678346799996,23.0,15.0,8.0,2.0,5.0,3.3724000000000025,72.45,23.0,6.0,30.0,6.0,0.0,12.0
154,776,1,0.0,5.0,101.00450000000004,391.03781332,26.0,19.0,7.0,3.0,4.0,5.086420000000002,57.650000000000006,26.0,16.0,20.0,2.0,0.0,34.0
155,781,1,1.0,5.0,143.25869999999986,522.26423382,38.0,29.0,9.0,4.0,11.0,4.1647200000000035,78.26000000000002,38.0,17.0,44.0,4.0,0.0,34.0
156,786,1,1.0,4.0,100.95530000000004,430.08325555999994,28.0,18.0,10.0,3.0,5.0,3.2486200000000016,83.55,28.0,12.0,28.0,8.0,0.0,24.0
157,791,1,1.0,4.0,137.46369999999993,504.18158508799996,36.0,29.0,7.0,4.0,8.0,2.5959199999999996,74.11,36.0,18.0,36.0,6.0,0.0,36.0
158,796,1,1.0,4.0,119.44570000000003,493.03209588,27.0,20.0,7.0,3.0,5.0,4.579820000000003,61.77,27.0,12.0,28.0,6.0,0.0,24.0
