,index,Inhibition Observed,h_bond_donors,h_bond_acceptors,molar_refractivity,molecular_weight,n_atoms,n_carbons,n_heteroatoms,n_rings,n_rot_bonds,logp,tpsa,n_heavy_atoms,n_aromatic_atom,single_bond,double_bond,triple_bond,aromatic_bond
37,193,1,0.0,6.0,90.08000000000006,314.221894832,23.0,17.0,6.0,3.0,6.0,1.8099999999999998,50.080000000000005,23.0,11.0,28.0,0.0,0.0,22.0
38,198,1,1.0,4.0,96.80420000000004,341.17394159599996,25.0,19.0,6.0,3.0,5.0,2.9806000000000017,65.79,25.0,11.0,28.0,4.0,0.0,22.0
39,203,1,1.0,3.0,84.68320000000004,288.12963426,20.0,16.0,4.0,2.0,2.0,4.309740000000003,41.99,20.0,11.0,18.0,2.0,0.0,22.0
40,208,1,1.0,5.0,73.49270000000003,261.0935831,18.0,13.0,5.0,2.0,4.0,3.0300400000000014,54.88,18.0,11.0,14.0,2.0,0.0,22.0
41,213,1,2.0,3.0,58.93490000000003,226.077598688,15.0,10.0,5.0,2.0,3.0,1.0179200000000002,72.19,15.0,6.0,16.0,4.0,0.0,12.0
42,218,1,1.0,3.0,93.55270000000004,326.10889881599996,23.0,18.0,5.0,3.0,4.0,3.446720000000002,53.17,23.0,15.0,14.0,4.0,0.0,32.0
43,223,1,3.0,4.0,57.0204,242.0361278,16.0,9.0,7.0,1.0,5.0,-0.19350000000000023,109.49,16.0,5.0,16.0,6.0,0.0,10.0
44,228,1,1.0,8.0,85.45970000000001,338.112738308,25.0,16.0,9.0,4.0,5.0,0.7801999999999996,104.05,25.0,17.0,20.0,2.0,0.0,34.0
45,233,1,1.0,3.0,88.67240000000004,298.11398419600005,21.0,17.0,4.0,3.0,3.0,3.338700000000001,46.33,21.0,12.0,20.0,2.0,0.0,24.0
46,238,1,2.0,5.0,73.14340000000001,294.058674812,20.0,12.0,8.0,2.0,4.0,1.3432199999999999,87.74000000000001,20.0,12.0,14.0,4.0,0.0,24.0
47,243,1,0.0,5.0,85.39400000000003,335.110376036,23.0,16.0,7.0,3.0,4.0,3.226300000000002,59.230000000000004,23.0,11.0,26.0,2.0,0.0,22.0
48,248,1,3.0,5.0,89.57410000000003,332.094311372,23.0,15.0,8.0,2.0,6.0,1.8492,103.94999999999999,23.0,12.0,18.0,6.0,0.0,24.0
49,253,1,1.0,5.0,72.90620000000001,276.056863244,19.0,13.0,6.0,2.0,5.0,1.7534999999999998,72.05,19.0,12.0,12.0,4.0,0.0,24.0
50,258,1,1.0,6.0,74.47090000000003,278.072513308,19.0,13.0,6.0,2.0,4.0,2.5776000000000003,74.44,19.0,11.0,16.0,2.0,0.0,22.0
51,263,1,0.0,6.0,79.86000000000003,306.11504681599996,21.0,14.0,7.0,3.0,4.0,2.1797000000000004,64.16,21.0,10.0,24.0,2.0,0.0,20.0
52,268,1,1.0,3.0,74.31380000000003,261.08234972,18.0,14.0,4.0,2.0,3.0,3.336760000000001,50.19,18.0,10.0,14.0,2.0,0.0,22.0
53,273,1,2.0,3.0,76.53390000000002,323.08816128399997,23.0,15.0,8.0,2.0,4.0,2.5124000000000004,71.09,23.0,12.0,20.0,4.0,0.0,24.0
54,278,1,1.0,6.0,89.24080000000004,335.130362532,23.0,16.0,7.0,2.0,6.0,3.1797000000000017,79.46000000000001,23.0,11.0,24.0,2.0,0.0,22.0
55,283,1,1.0,7.0,85.88870000000001,324.13347375200004,24.0,16.0,8.0,3.0,6.0,1.0600999999999994,94.82,24.0,17.0,16.0,2.0,0.0,34.0
56,288,1,1.0,3.0,93.34170000000005,327.174690544,24.0,19.0,5.0,3.0,5.0,2.264100000000001,35.58,24.0,12.0,26.0,2.0,0.0,24.0
57,293,1,1.0,5.0,90.62370000000003,308.16371126,23.0,18.0,5.0,4.0,4.0,3.2956200000000013,51.45,23.0,15.0,20.0,0.0,0.0,32.0
58,298,1,1.0,6.0,85.11120000000003,329.0679523040001,23.0,15.0,8.0,3.0,4.0,2.5766,81.92999999999999,23.0,17.0,14.0,2.0,0.0,34.0
59,303,1,1.0,7.0,75.81480000000003,310.06234254799995,21.0,13.0,8.0,2.0,7.0,2.3205999999999998,94.68,21.0,11.0,20.0,2.0,0.0,22.0
60,308,1,1.0,4.0,98.66170000000005,344.15584900799996,24.0,19.0,5.0,3.0,5.0,3.547360000000002,51.22,24.0,10.0,28.0,2.0,0.0,22.0
61,313,1,1.0,6.0,83.17520000000002,315.067762276,22.0,15.0,7.0,3.0,5.0,3.4491000000000014,77.25,22.0,16.0,14.0,2.0,0.0,32.0
62,318,1,0.0,6.0,88.287,341.08341234,24.0,17.0,7.0,4.0,4.0,3.0066000000000015,72.37,24.0,16.0,20.0,2.0,0.0,32.0
63,323,1,1.0,4.0,71.72820000000002,250.08546094,19.0,14.0,5.0,3.0,2.0,2.2771,67.77000000000001,19.0,16.0,6.0,2.0,0.0,34.0
64,328,1,1.0,7.0,74.57880000000004,310.06234254799995,21.0,13.0,8.0,2.0,7.0,2.2223999999999995,94.68,21.0,11.0,20.0,2.0,0.0,22.0
65,333,1,1.0,5.0,88.63270000000003,318.049669688,21.0,15.0,6.0,3.0,2.0,3.7352300000000023,47.019999999999996,21.0,15.0,10.0,4.0,0.0,32.0
66,338,1,1.0,4.0,97.23270000000002,340.12454887999996,24.0,19.0,5.0,3.0,5.0,4.161560000000002,55.13,24.0,15.0,18.0,2.0,0.0,32.0
67,343,1,2.0,4.0,79.18540000000003,307.072368988,21.0,14.0,7.0,2.0,5.0,2.9938200000000004,84.23,21.0,11.0,18.0,4.0,0.0,22.0
68,348,1,1.0,4.0,79.72370000000004,289.08849772,20.0,14.0,6.0,2.0,4.0,2.6546000000000003,62.300000000000004,20.0,11.0,16.0,4.0,0.0,22.0
69,353,0,1.0,4.0,74.72970000000002,271.07793303600005,19.0,14.0,5.0,2.0,4.0,2.772500000000001,65.78,19.0,11.0,14.0,2.0,2.0,22.0
70,358,1,1.0,5.0,95.34190000000004,329.119797848,23.0,17.0,6.0,3.0,4.0,3.522300000000002,68.45,23.0,13.0,18.0,2.0,0.0,30.0
71,363,1,1.0,6.0,81.61070000000004,309.06056872000005,20.0,13.0,7.0,2.0,6.0,2.976020000000001,64.11,20.0,11.0,18.0,2.0,0.0,22.0
72,368,1,1.0,6.0,84.89370000000004,317.13103122800004,22.0,15.0,7.0,3.0,5.0,2.2033000000000005,72.7,22.0,11.0,24.0,2.0,0.0,22.0
73,373,0,1.0,7.0,91.44570000000004,347.141595912,24.0,16.0,8.0,3.0,6.0,2.2119,81.93,24.0,11.0,28.0,2.0,0.0,22.0
74,378,1,3.0,5.0,96.70990000000003,345.1113413400001,26.0,20.0,6.0,4.0,1.0,2.7603000000000004,112.13000000000001,26.0,16.0,18.0,4.0,2.0,34.0
75,383,1,1.0,2.0,58.58470000000002,200.040819256,14.0,11.0,3.0,2.0,0.0,3.077490000000001,39.58,14.0,10.0,4.0,2.0,2.0,22.0
76,388,1,0.0,4.0,88.77100000000006,317.15618335600004,22.0,17.0,5.0,2.0,3.0,3.4517200000000026,56.99,22.0,6.0,30.0,2.0,2.0,12.0
77,393,1,1.0,6.0,114.91670000000005,417.215137712,30.0,23.0,7.0,2.0,7.0,4.652720000000004,94.83999999999999,30.0,10.0,34.0,6.0,0.0,22.0
78,398,1,0.0,10.0,117.77240000000003,476.10987669199994,33.0,21.0,12.0,3.0,11.0,4.391900000000003,130.06000000000003,33.0,17.0,32.0,4.0,0.0,34.0
79,403,1,1.0,9.0,144.38069999999985,518.155866072,36.0,26.0,10.0,6.0,7.0,5.313800000000005,94.3,36.0,22.0,30.0,2.0,0.0,50.0
80,408,1,1.0,3.0,109.19820000000001,378.05936178,26.0,21.0,5.0,4.0,3.0,6.177420000000003,41.99,26.0,21.0,12.0,2.0,0.0,44.0
81,413,1,2.0,3.0,79.98540000000004,285.147726848,21.0,16.0,5.0,2.0,6.0,2.5685000000000002,74.85,21.0,11.0,18.0,4.0,0.0,22.0
82,418,1,0.0,4.0,92.52930000000003,430.968826928,22.0,15.0,7.0,2.0,4.0,2.9029000000000016,63.68,22.0,12.0,16.0,6.0,0.0,24.0
83,423,1,1.0,3.0,87.73570000000004,344.09277008400005,24.0,18.0,6.0,4.0,4.0,1.7632999999999999,66.48,24.0,6.0,34.0,8.0,0.0,12.0
84,428,1,2.0,6.0,129.11490000000003,461.195070964,34.0,26.0,8.0,5.0,7.0,4.269300000000002,94.7,34.0,19.0,34.0,2.0,0.0,40.0
85,433,0,0.0,4.0,99.36880000000004,489.8790434920001,25.0,14.0,11.0,3.0,3.0,4.606500000000002,40.620000000000005,25.0,11.0,28.0,4.0,0.0,22.0
86,438,1,2.0,3.0,93.19340000000003,387.97149538800005,21.0,14.0,7.0,2.0,6.0,4.4010000000000025,37.2,21.0,11.0,20.0,2.0,0.0,22.0
87,443,1,0.0,3.0,123.428,395.19976242,30.0,26.0,4.0,4.0,5.0,5.143700000000005,35.91,30.0,18.0,24.0,6.0,0.0,36.0
88,448,1,2.0,10.0,230.20199999999915,856.487396376,62.0,50.0,12.0,9.0,12.0,7.209600000000008,153.23,62.0,6.0,116.0,12.0,0.0,12.0
89,453,1,0.0,4.0,98.57480000000005,463.07891704,31.0,19.0,12.0,3.0,3.0,4.106780000000003,64.41,31.0,12.0,36.0,4.0,2.0,24.0
90,458,1,0.0,4.0,128.98400000000004,494.06973220400005,29.0,22.0,7.0,3.0,9.0,6.137600000000005,40.620000000000005,29.0,6.0,42.0,8.0,0.0,12.0
91,463,1,1.0,3.0,80.24850000000004,347.02615528399997,22.0,14.0,8.0,2.0,5.0,4.249620000000002,46.17,22.0,12.0,18.0,4.0,0.0,24.0
92,468,1,1.0,4.0,86.01750000000006,327.15042927999997,22.0,16.0,6.0,1.0,8.0,2.5051000000000005,72.47,22.0,6.0,26.0,6.0,0.0,12.0
93,473,1,1.0,6.0,140.00769999999991,575.01483742,35.0,25.0,10.0,5.0,5.0,6.405920000000004,63.99,35.0,21.0,30.0,4.0,0.0,44.0
94,478,1,0.0,7.0,93.24840000000002,354.08518616799995,26.0,18.0,8.0,3.0,5.0,2.956500000000001,100.26,26.0,12.0,24.0,8.0,0.0,24.0
95,483,1,1.0,4.0,117.84820000000003,389.210327104,29.0,24.0,5.0,4.0,4.0,4.978000000000004,54.46000000000001,29.0,16.0,28.0,2.0,0.0,34.0
96,488,1,0.0,5.0,93.16830000000003,391.01150586000006,24.0,15.0,9.0,2.0,6.0,3.935800000000003,63.68,24.0,11.0,22.0,6.0,0.0,22.0
97,493,1,1.0,7.0,82.12210000000003,307.164439532,22.0,14.0,8.0,3.0,5.0,1.8202999999999996,93.42,22.0,6.0,34.0,2.0,0.0,12.0
98,498,1,0.0,8.0,127.32540000000006,462.18379507199995,33.0,24.0,9.0,5.0,8.0,4.5255000000000045,82.02,33.0,21.0,30.0,2.0,0.0,42.0
99,503,1,0.0,4.0,92.68960000000007,352.17420150399994,22.0,16.0,6.0,1.0,12.0,3.5092000000000025,68.28,22.0,0.0,36.0,8.0,0.0,0.0
100,508,1,1.0,10.0,137.9890999999999,514.173145644,36.0,24.0,12.0,4.0,9.0,4.002700000000003,115.12,36.0,18.0,40.0,2.0,0.0,36.0
101,513,1,0.0,5.0,110.55350000000004,389.16270821600006,29.0,24.0,5.0,3.0,6.0,4.221060000000003,65.37,29.0,17.0,22.0,6.0,0.0,34.0
102,518,1,3.0,4.0,99.58760000000002,383.12813427599997,28.0,20.0,8.0,3.0,6.0,2.2439999999999998,100.28999999999999,28.0,15.0,22.0,6.0,0.0,32.0
103,523,1,0.0,2.0,95.18700000000007,312.22016351599996,23.0,20.0,3.0,2.0,8.0,4.463600000000004,25.240000000000002,23.0,11.0,24.0,2.0,0.0,22.0
104,528,0,1.0,6.0,117.79270000000005,440.19473661599994,32.0,24.0,8.0,3.0,8.0,3.1496400000000015,105.77,32.0,11.0,38.0,8.0,0.0,22.0
105,533,1,1.0,9.0,171.91369999999958,611.202481916,43.0,33.0,10.0,7.0,7.0,5.925300000000006,89.47,43.0,25.0,42.0,2.0,0.0,54.0
106,538,1,1.0,5.0,94.38990000000003,353.04702683200003,25.0,17.0,8.0,4.0,2.0,3.309000000000001,101.67,25.0,16.0,14.0,8.0,0.0,34.0
107,543,1,2.0,2.0,93.36240000000002,362.00884620000005,21.0,16.0,5.0,2.0,3.0,4.065800000000002,41.13,21.0,12.0,16.0,4.0,0.0,24.0
108,548,1,1.0,7.0,121.19830000000006,463.10580466,30.0,21.0,9.0,4.0,5.0,4.880790000000004,75.43,30.0,11.0,38.0,6.0,0.0,22.0
109,553,1,1.0,7.0,148.83189999999976,567.1343176120001,39.0,27.0,12.0,4.0,10.0,4.604940000000004,127.44,39.0,23.0,30.0,8.0,0.0,46.0
110,558,1,1.0,5.0,119.04170000000003,446.07348762,29.0,21.0,8.0,3.0,8.0,5.226700000000004,59.81,29.0,17.0,24.0,4.0,0.0,34.0
111,563,1,1.0,5.0,93.03260000000002,394.01643368000003,24.0,16.0,8.0,2.0,5.0,3.935220000000003,90.7,24.0,12.0,22.0,4.0,0.0,24.0
112,568,1,0.0,7.0,119.23500000000003,454.08211268800005,31.0,23.0,8.0,3.0,8.0,5.490780000000004,80.05000000000001,31.0,17.0,26.0,4.0,2.0,34.0
113,573,1,0.0,5.0,107.12200000000004,384.15862588,29.0,23.0,6.0,5.0,3.0,3.1068200000000017,78.46000000000001,29.0,11.0,34.0,8.0,2.0,22.0
114,578,0,2.0,4.0,81.25900000000003,285.147726848,21.0,16.0,5.0,3.0,4.0,2.737,67.15,21.0,11.0,22.0,2.0,0.0,22.0
115,583,1,2.0,4.0,78.04510000000002,254.15314657599998,19.0,15.0,4.0,3.0,1.0,2.7824199999999992,63.83,19.0,12.0,18.0,0.0,0.0,24.0
116,588,1,2.0,4.0,115.88720000000006,418.19262843999996,29.0,22.0,7.0,2.0,9.0,3.8176400000000026,84.5,29.0,12.0,30.0,6.0,0.0,24.0
117,593,1,2.0,4.0,57.05840000000003,209.11642672,15.0,10.0,5.0,2.0,3.0,0.6692199999999995,67.01,15.0,6.0,18.0,2.0,0.0,12.0
118,598,1,1.0,4.0,135.51369999999991,501.13861065199995,34.0,26.0,8.0,4.0,7.0,5.860700000000005,44.81,34.0,18.0,36.0,2.0,0.0,36.0
119,603,1,1.0,5.0,105.30850000000005,388.15691162799993,27.0,19.0,8.0,3.0,6.0,2.2494199999999998,82.61,27.0,12.0,28.0,6.0,0.0,24.0
120,608,1,0.0,4.0,96.40980000000006,384.097762752,25.0,17.0,8.0,3.0,4.0,3.557100000000003,66.81,25.0,6.0,34.0,8.0,0.0,12.0
121,613,1,0.0,6.0,115.73130000000003,451.0889718959999,32.0,24.0,8.0,3.0,7.0,4.5296800000000035,93.46000000000001,32.0,18.0,22.0,8.0,2.0,36.0
122,618,1,2.0,11.0,252.53509999999912,900.456096248,66.0,54.0,12.0,7.0,25.0,10.190599999999995,145.57999999999998,66.0,24.0,86.0,10.0,0.0,48.0
123,623,1,1.0,4.0,104.57280000000007,369.194008344,27.0,22.0,5.0,3.0,7.0,3.904600000000002,59.0,27.0,12.0,32.0,2.0,0.0,24.0
124,628,1,1.0,8.0,132.45019999999994,539.1238951600001,38.0,26.0,12.0,5.0,8.0,6.317400000000004,98.98,38.0,27.0,28.0,2.0,0.0,54.0
125,633,1,1.0,5.0,138.02719999999985,478.19262843999996,34.0,27.0,7.0,3.0,10.0,4.5145000000000035,60.03000000000001,34.0,18.0,32.0,4.0,0.0,36.0
126,638,1,1.0,1.0,65.60370000000003,243.05815484,15.0,12.0,3.0,2.0,2.0,4.054000000000003,12.03,15.0,6.0,20.0,0.0,0.0,12.0
127,643,1,1.0,7.0,124.42470000000006,452.188211756,32.0,24.0,8.0,4.0,9.0,4.395900000000004,78.27000000000001,32.0,17.0,34.0,2.0,0.0,34.0
128,648,1,2.0,2.0,95.85040000000005,323.19976241999996,24.0,20.0,4.0,3.0,8.0,3.721400000000002,54.75999999999999,24.0,15.0,20.0,0.0,0.0,32.0
129,653,1,0.0,9.0,128.17700000000005,527.015053776,33.0,23.0,10.0,4.0,5.0,2.6545200000000007,99.86000000000001,33.0,21.0,20.0,8.0,0.0,44.0
130,658,1,2.0,6.0,101.14140000000002,365.08341234,26.0,19.0,7.0,4.0,3.0,2.0928999999999993,87.63,26.0,12.0,26.0,8.0,0.0,24.0
131,663,0,0.0,4.0,128.413,437.169246576,30.0,25.0,5.0,4.0,6.0,6.8177000000000065,29.65,30.0,17.0,28.0,4.0,0.0,34.0
132,668,1,2.0,4.0,73.54940000000003,247.17969567199998,18.0,13.0,5.0,2.0,8.0,3.125300000000001,66.49000000000001,18.0,9.0,18.0,0.0,0.0,20.0
133,673,1,3.0,4.0,121.71520000000001,570.9253727199999,26.0,19.0,7.0,3.0,5.0,4.316800000000002,73.72,26.0,16.0,18.0,4.0,0.0,34.0
134,678,1,1.0,7.0,117.87270000000004,446.09701380399997,30.0,21.0,9.0,3.0,9.0,3.550600000000002,84.94000000000001,30.0,11.0,34.0,8.0,0.0,22.0
135,683,1,1.0,5.0,112.81670000000001,417.07363194,27.0,20.0,7.0,4.0,5.0,4.940420000000003,54.88,27.0,15.0,26.0,2.0,0.0,32.0
136,688,0,1.0,5.0,118.68480000000002,470.003282152,29.0,22.0,7.0,4.0,5.0,6.7656000000000045,67.85,29.0,21.0,18.0,2.0,0.0,44.0
137,693,1,3.0,4.0,92.46030000000005,320.2099927559999,23.0,18.0,5.0,1.0,9.0,3.3439000000000023,81.92,23.0,6.0,30.0,4.0,0.0,12.0
138,698,1,1.0,3.0,126.70420000000001,428.075011844,30.0,25.0,5.0,5.0,3.0,7.330620000000004,41.99,30.0,25.0,12.0,2.0,0.0,54.0
139,703,1,2.0,3.0,104.8999,386.070116492,26.0,19.0,7.0,3.0,4.0,4.845920000000002,70.14,26.0,17.0,18.0,4.0,0.0,34.0
140,708,1,2.0,5.0,108.11730000000001,422.05486035199993,28.0,18.0,10.0,2.0,6.0,4.344520000000003,113.70000000000002,28.0,12.0,26.0,8.0,0.0,24.0
141,713,1,1.0,4.0,129.79680000000002,415.168462292,32.0,28.0,4.0,5.0,5.0,6.662500000000007,50.41,32.0,29.0,12.0,2.0,0.0,58.0
142,718,1,2.0,3.0,114.80240000000003,398.176105784,28.0,23.0,5.0,4.0,6.0,5.489900000000005,46.28,28.0,15.0,30.0,0.0,0.0,32.0
143,723,1,2.0,2.0,112.20110000000004,374.17944157600004,28.0,24.0,4.0,4.0,7.0,6.047700000000004,51.04,28.0,21.0,18.0,0.0,0.0,44.0
144,728,1,1.0,6.0,106.06900000000002,436.11043561199995,30.0,20.0,10.0,3.0,6.0,1.9505199999999994,102.01000000000002,30.0,12.0,32.0,8.0,0.0,24.0
145,733,1,1.0,7.0,133.44319999999996,474.145868276,34.0,26.0,8.0,4.0,8.0,5.581400000000005,78.27,34.0,23.0,24.0,4.0,0.0,46.0
146,738,1,2.0,6.0,105.81410000000001,388.15354049999996,29.0,22.0,7.0,4.0,6.0,3.3532800000000016,106.17999999999999,29.0,17.0,26.0,2.0,2.0,34.0
147,743,1,2.0,8.0,120.82990000000001,459.14640652,32.0,22.0,10.0,3.0,7.0,2.909600000000001,115.32000000000001,32.0,11.0,38.0,8.0,0.0,22.0
148,748,1,0.0,6.0,57.25200000000003,256.092002864,18.0,8.0,10.0,2.0,5.0,1.0899999999999996,134.44000000000003,18.0,0.0,30.0,8.0,0.0,0.0
149,753,1,2.0,6.0,110.91890000000005,418.15624293199994,29.0,21.0,8.0,3.0,6.0,2.902400000000001,85.89000000000001,29.0,11.0,36.0,4.0,0.0,22.0
150,758,0,0.0,2.0,112.10300000000004,366.153226828,28.0,25.0,3.0,4.0,4.0,6.201300000000005,28.72,28.0,21.0,14.0,2.0,2.0,44.0
151,763,1,2.0,3.0,112.93870000000004,402.19771382,28.0,22.0,6.0,2.0,7.0,4.680100000000004,75.27000000000001,28.0,12.0,28.0,6.0,0.0,24.0
152,768,1,0.0,5.0,116.79550000000003,421.18892296399997,31.0,25.0,6.0,4.0,6.0,4.673100000000004,68.98,31.0,15.0,32.0,4.0,0.0,32.0
153,773,1,1.0,4.0,120.46570000000004,409.23654185199996,30.0,24.0,6.0,3.0,6.0,4.748600000000004,61.88000000000001,30.0,12.0,36.0,4.0,0.0,24.0
154,778,1,1.0,8.0,101.4171,407.052209528,27.0,16.0,11.0,3.0,7.0,3.8046000000000024,102.95,27.0,16.0,22.0,4.0,0.0,32.0
155,783,1,0.0,4.0,170.9819999999996,740.0430453280001,37.0,30.0,7.0,5.0,6.0,8.720920000000003,41.9,37.0,12.0,52.0,6.0,0.0,24.0
156,788,1,1.0,6.0,99.73830000000005,448.05743473599995,29.0,17.0,12.0,3.0,6.0,1.7951000000000001,102.00999999999999,29.0,12.0,30.0,8.0,0.0,24.0
157,793,1,0.0,7.0,124.22500000000001,467.059421356,32.0,24.0,8.0,4.0,7.0,5.673600000000004,74.72000000000001,32.0,21.0,22.0,4.0,0.0,44.0
158,798,1,1.0,6.0,93.70670000000001,340.09939675199996,24.0,17.0,7.0,3.0,6.0,3.0067000000000013,69.03999999999999,24.0,17.0,16.0,2.0,0.0,34.0
