,index,Inhibition Observed,h_bond_donors,h_bond_acceptors,molar_refractivity,molecular_weight,n_atoms,n_carbons,n_heteroatoms,n_rings,n_rot_bonds,logp,tpsa,n_heavy_atoms,n_aromatic_atom,single_bond,double_bond,triple_bond,aromatic_bond
35,180,1,2.0,1.0,89.63440000000003,322.063968492,21.0,16.0,5.0,2.0,3.0,5.760800000000002,41.13,21.0,12.0,18.0,2.0,0.0,24.0
36,185,1,0.0,4.0,85.48400000000002,316.043711716,21.0,16.0,5.0,3.0,4.0,4.990720000000003,38.92,21.0,17.0,12.0,0.0,0.0,34.0
37,190,1,2.0,4.0,79.53030000000003,271.077933036,19.0,14.0,5.0,3.0,1.0,2.74744,82.0,19.0,13.0,10.0,2.0,0.0,30.0
38,195,1,2.0,2.0,70.61050000000004,262.131742436,19.0,14.0,5.0,2.0,3.0,1.6928,69.64,19.0,6.0,24.0,4.0,0.0,12.0
39,200,1,0.0,6.0,94.26800000000006,328.237544896,24.0,18.0,6.0,3.0,7.0,2.037,50.080000000000005,24.0,11.0,30.0,0.0,0.0,22.0
40,205,1,1.0,2.0,95.10670000000007,315.231062548,23.0,19.0,4.0,3.0,2.0,3.467740000000002,35.58,23.0,6.0,36.0,2.0,0.0,12.0
41,210,1,1.0,6.0,76.06470000000003,293.08341234000005,20.0,13.0,7.0,2.0,5.0,2.993920000000002,73.34,20.0,11.0,18.0,2.0,0.0,22.0
42,215,1,2.0,4.0,93.20190000000004,336.11100699199994,25.0,19.0,6.0,4.0,4.0,3.280400000000001,80.42,25.0,15.0,20.0,4.0,0.0,32.0
43,220,1,0.0,5.0,71.10500000000005,251.21099579999998,18.0,13.0,5.0,2.0,4.0,2.0501000000000005,46.84,18.0,5.0,28.0,0.0,0.0,10.0
44,225,1,1.0,3.0,92.26670000000006,307.17183342,21.0,16.0,5.0,2.0,4.0,2.4902000000000006,27.74,21.0,6.0,30.0,2.0,0.0,12.0
45,230,1,1.0,6.0,69.02570000000003,265.0997311,18.0,11.0,7.0,2.0,5.0,1.3162999999999996,72.7,18.0,10.0,16.0,2.0,0.0,20.0
46,235,1,0.0,6.0,55.22700000000001,236.070953748,17.0,10.0,7.0,2.0,3.0,0.6521999999999997,69.9,17.0,11.0,12.0,2.0,0.0,22.0
47,240,1,0.0,8.0,89.84800000000004,339.136510532,23.0,14.0,9.0,2.0,5.0,-0.06879999999999953,82.13,23.0,9.0,22.0,6.0,0.0,20.0
48,245,1,0.0,6.0,67.02700000000002,282.047441432,19.0,12.0,7.0,2.0,4.0,2.529300000000001,65.22,19.0,11.0,16.0,2.0,0.0,22.0
49,250,1,1.0,5.0,80.50270000000003,287.174610292,21.0,15.0,6.0,2.0,4.0,1.9533199999999995,72.7,21.0,11.0,20.0,2.0,0.0,22.0
50,255,1,3.0,5.0,89.57410000000003,332.094311372,23.0,15.0,8.0,2.0,6.0,1.8492,103.94999999999999,23.0,12.0,18.0,6.0,0.0,24.0
51,260,1,1.0,6.0,76.23070000000003,297.06056872000005,19.0,12.0,7.0,2.0,4.0,2.804900000000001,68.02000000000001,19.0,10.0,18.0,2.0,0.0,20.0
52,265,1,2.0,7.0,85.36320000000005,333.07832695999997,23.0,15.0,8.0,2.0,6.0,2.226,115.39999999999999,23.0,12.0,20.0,4.0,0.0,24.0
53,270,1,0.0,6.0,90.01800000000004,336.10785325999996,22.0,15.0,7.0,3.0,4.0,2.8942000000000014,51.02,22.0,10.0,26.0,2.0,0.0,20.0
54,275,1,0.0,7.0,92.10900000000007,330.216809452,24.0,17.0,7.0,3.0,5.0,1.5994,59.31,24.0,11.0,30.0,0.0,0.0,22.0
55,280,1,1.0,6.0,92.60970000000002,340.144787384,25.0,17.0,8.0,3.0,5.0,2.1838999999999995,75.94,25.0,17.0,18.0,2.0,0.0,34.0
56,285,1,1.0,4.0,102.89970000000007,322.21574683200004,24.0,20.0,4.0,3.0,6.0,4.525300000000003,32.57,24.0,15.0,20.0,0.0,0.0,32.0
57,290,1,1.0,5.0,94.64370000000005,323.163376912,24.0,19.0,5.0,4.0,5.0,3.6008000000000013,47.790000000000006,24.0,15.0,22.0,0.0,0.0,32.0
58,295,1,0.0,6.0,50.14400000000002,204.064725496,15.0,9.0,6.0,3.0,1.0,0.4334999999999998,62.06,15.0,11.0,12.0,0.0,0.0,22.0
59,300,1,1.0,6.0,89.64470000000003,343.090309288,24.0,16.0,8.0,3.0,5.0,2.8406200000000004,72.7,24.0,17.0,16.0,2.0,0.0,34.0
60,305,1,0.0,4.0,91.60100000000006,328.12454887999996,23.0,18.0,5.0,4.0,5.0,3.7321000000000026,42.43,23.0,11.0,28.0,2.0,0.0,22.0
61,310,1,2.0,5.0,78.82800000000003,317.08993719999995,23.0,16.0,7.0,3.0,4.0,1.0658999999999998,101.93,23.0,6.0,30.0,8.0,0.0,12.0
62,315,1,1.0,6.0,80.33420000000001,314.0361278,22.0,15.0,7.0,4.0,3.0,3.384100000000001,73.59,22.0,16.0,16.0,2.0,0.0,32.0
63,320,1,1.0,4.0,100.06470000000003,337.179026976,25.0,20.0,5.0,3.0,6.0,4.0806400000000025,56.15,25.0,15.0,20.0,2.0,0.0,32.0
64,325,1,1.0,5.0,65.76720000000002,257.080041212,19.0,13.0,6.0,3.0,3.0,1.1353,73.34,19.0,12.0,16.0,2.0,0.0,24.0
65,330,1,2.0,5.0,88.68840000000002,323.13822478400004,24.0,17.0,7.0,3.0,6.0,2.1733000000000002,92.78999999999999,24.0,17.0,16.0,2.0,0.0,34.0
66,335,1,2.0,4.0,86.83140000000002,325.133888352,24.0,17.0,7.0,3.0,5.0,2.6122200000000007,83.56,24.0,17.0,16.0,2.0,0.0,34.0
67,340,1,1.0,7.0,86.61120000000003,343.10806752800005,25.0,16.0,9.0,3.0,5.0,2.070899999999999,91.16,25.0,17.0,18.0,2.0,0.0,34.0
68,345,1,0.0,6.0,93.00800000000005,346.14634694399996,24.0,17.0,7.0,3.0,7.0,2.591500000000001,60.25,24.0,11.0,28.0,2.0,0.0,22.0
69,350,0,1.0,4.0,83.28470000000003,295.13207678400005,22.0,17.0,5.0,2.0,6.0,2.801280000000001,75.00999999999999,22.0,12.0,18.0,2.0,2.0,24.0
70,355,1,1.0,4.0,101.98070000000001,345.147726848,26.0,21.0,5.0,4.0,4.0,4.551840000000003,60.06,26.0,20.0,14.0,2.0,0.0,42.0
71,360,1,0.0,5.0,92.05500000000004,324.14739249999997,24.0,19.0,5.0,3.0,6.0,4.4470000000000045,57.38000000000001,24.0,17.0,18.0,0.0,0.0,34.0
72,365,1,2.0,3.0,79.98640000000003,272.15247788,20.0,16.0,4.0,3.0,4.0,2.1051199999999994,54.120000000000005,20.0,10.0,20.0,2.0,0.0,22.0
73,370,0,0.0,6.0,91.76500000000004,335.1382247840001,25.0,18.0,7.0,4.0,4.0,2.0204999999999997,73.14,25.0,17.0,20.0,2.0,0.0,34.0
74,375,1,2.0,5.0,73.13650000000003,285.06709358,19.0,12.0,7.0,1.0,7.0,1.4601,84.86,19.0,6.0,22.0,4.0,0.0,12.0
75,380,1,1.0,3.0,73.24570000000001,249.090211972,19.0,15.0,4.0,2.0,1.0,2.5755,80.44,19.0,10.0,10.0,4.0,4.0,22.0
76,385,1,0.0,5.0,89.94000000000003,330.07059516000004,22.0,16.0,6.0,3.0,5.0,4.305700000000003,43.6,22.0,17.0,14.0,0.0,0.0,34.0
77,390,1,1.0,7.0,88.19610000000003,338.11273830799996,25.0,16.0,9.0,3.0,6.0,1.5646999999999998,115.84,25.0,17.0,16.0,4.0,0.0,34.0
78,395,1,3.0,5.0,95.09610000000005,368.205969996,26.0,17.0,9.0,1.0,7.0,-0.22519999999999718,116.84,26.0,0.0,42.0,10.0,0.0,0.0
79,400,1,1.0,2.0,79.82970000000005,268.15756326,20.0,17.0,3.0,3.0,3.0,4.138200000000003,48.81,20.0,9.0,22.0,0.0,2.0,20.0
80,405,1,1.0,5.0,55.73270000000002,207.112010036,15.0,9.0,6.0,2.0,4.0,0.2932999999999993,66.93,15.0,9.0,12.0,0.0,0.0,20.0
81,410,1,2.0,9.0,196.97189999999964,814.0841318880001,54.0,39.0,15.0,8.0,7.0,7.053500000000007,159.39000000000001,54.0,24.0,62.0,12.0,0.0,48.0
82,415,1,4.0,7.0,85.11630000000004,352.04775510400003,24.0,13.0,11.0,2.0,6.0,1.3793999999999995,164.66,24.0,12.0,18.0,8.0,0.0,24.0
83,420,1,4.0,7.0,180.83969999999948,631.3331446679999,45.0,38.0,7.0,6.0,10.0,5.9155000000000095,101.23000000000002,45.0,17.0,60.0,4.0,0.0,34.0
84,425,1,2.0,3.0,152.08339999999978,530.2693191999999,39.0,31.0,8.0,4.0,12.0,5.757320000000005,77.67000000000002,39.0,21.0,36.0,4.0,0.0,44.0
85,430,0,1.0,7.0,93.65119999999999,363.096753896,27.0,18.0,9.0,4.0,4.0,2.0372999999999997,118.29,27.0,17.0,20.0,6.0,0.0,34.0
86,435,1,2.0,5.0,82.33040000000003,301.09973110000004,21.0,14.0,7.0,3.0,5.0,2.0759999999999996,83.56,21.0,13.0,16.0,2.0,0.0,28.0
87,440,1,0.0,6.0,138.03399999999996,510.2285352799999,36.0,29.0,7.0,4.0,5.0,5.434040000000005,86.1,36.0,11.0,48.0,8.0,0.0,22.0
88,445,1,1.0,2.0,128.15070000000003,480.113811144,31.0,24.0,7.0,3.0,6.0,6.3098200000000055,49.410000000000004,31.0,12.0,38.0,4.0,0.0,24.0
89,450,1,3.0,7.0,116.56769999999997,492.010302744,30.0,19.0,11.0,3.0,4.0,2.00874,147.60999999999999,30.0,18.0,18.0,10.0,0.0,36.0
90,455,1,0.0,6.0,102.34700000000002,378.11033829599995,28.0,22.0,6.0,3.0,6.0,4.142200000000004,71.06,28.0,18.0,20.0,4.0,0.0,36.0
91,460,1,1.0,4.0,81.76450000000003,345.023784796,22.0,14.0,8.0,2.0,5.0,3.2971000000000013,64.63,22.0,12.0,18.0,4.0,0.0,24.0
92,465,1,2.0,5.0,119.56150000000011,431.23078777599994,31.0,24.0,7.0,2.0,11.0,4.2169200000000036,105.84,31.0,10.0,36.0,6.0,0.0,22.0
93,470,1,0.0,5.0,130.3068,466.19262843999996,33.0,26.0,7.0,4.0,8.0,3.4632000000000023,66.92,33.0,16.0,32.0,6.0,0.0,34.0
94,475,1,2.0,10.0,124.60240000000005,490.2315160479999,35.0,25.0,10.0,2.0,7.0,1.0365000000000004,144.93999999999997,35.0,0.0,56.0,16.0,0.0,0.0
95,480,1,1.0,3.0,102.01350000000006,361.171164724,25.0,20.0,5.0,2.0,6.0,3.758300000000003,55.400000000000006,25.0,12.0,24.0,4.0,0.0,24.0
96,485,1,0.0,7.0,108.83700000000002,457.027332712,29.0,20.0,9.0,4.0,4.0,2.3649000000000004,88.50999999999999,29.0,12.0,32.0,8.0,0.0,24.0
97,490,1,1.0,3.0,93.73180000000006,346.189257312,25.0,19.0,6.0,2.0,7.0,2.9747000000000012,77.92,25.0,6.0,34.0,6.0,0.0,12.0
98,495,1,0.0,6.0,133.57999999999987,518.925893424,31.0,22.0,9.0,5.0,5.0,8.835699999999997,30.71,31.0,27.0,16.0,0.0,0.0,54.0
99,500,1,1.0,3.0,95.69570000000003,319.168462292,24.0,20.0,4.0,4.0,2.0,3.027120000000002,45.230000000000004,24.0,12.0,26.0,4.0,0.0,24.0
100,505,1,1.0,9.0,123.82470000000002,490.13280082399996,31.0,21.0,10.0,4.0,7.0,1.3787000000000003,86.32,31.0,15.0,32.0,4.0,0.0,32.0
101,510,1,1.0,7.0,123.15370000000004,457.101764836,31.0,23.0,8.0,3.0,7.0,5.3740600000000045,81.69999999999999,31.0,16.0,28.0,6.0,0.0,32.0
102,515,1,1.0,5.0,101.23170000000002,413.026270092,26.0,20.0,6.0,3.0,7.0,4.693900000000003,68.54,26.0,17.0,18.0,4.0,0.0,34.0
103,520,1,0.0,5.0,142.53349999999986,496.236207504,37.0,31.0,6.0,5.0,9.0,5.697700000000006,55.150000000000006,37.0,23.0,34.0,2.0,0.0,46.0
104,525,0,0.0,4.0,119.08900000000003,424.15537034,30.0,24.0,6.0,3.0,10.0,4.792000000000005,43.7,30.0,17.0,26.0,4.0,0.0,34.0
105,530,1,2.0,7.0,107.07830000000004,406.13109080399994,28.0,18.0,10.0,2.0,9.0,3.1131,136.92,28.0,12.0,26.0,8.0,0.0,24.0
106,535,1,0.0,5.0,140.4419999999999,477.1940083439999,36.0,31.0,5.0,5.0,5.0,6.501300000000007,65.49,36.0,22.0,28.0,6.0,0.0,46.0
107,540,1,0.0,5.0,116.78180000000003,441.172227344,31.0,23.0,8.0,4.0,6.0,1.6715199999999997,78.0,31.0,12.0,36.0,8.0,0.0,24.0
108,545,1,1.0,4.0,95.90770000000003,386.02660444,24.0,18.0,6.0,2.0,6.0,4.011980000000002,71.35,24.0,12.0,20.0,4.0,2.0,24.0
109,550,1,1.0,9.0,134.52119999999994,518.1390686439998,35.0,24.0,11.0,3.0,11.0,4.754920000000004,104.57000000000001,35.0,17.0,36.0,4.0,0.0,34.0
110,555,1,0.0,6.0,96.67500000000004,361.14601259600005,25.0,18.0,7.0,3.0,7.0,3.6300000000000026,68.46,25.0,11.0,30.0,2.0,0.0,22.0
111,560,1,1.0,4.0,102.1967,392.999319636,25.0,18.0,7.0,3.0,4.0,5.637100000000003,55.4,25.0,15.0,18.0,4.0,0.0,32.0
112,565,1,1.0,5.0,57.62330000000003,236.068473484,17.0,12.0,5.0,2.0,2.0,1.1729199999999995,72.83,17.0,6.0,20.0,4.0,0.0,12.0
113,570,1,4.0,6.0,59.21320000000005,247.141972772,17.0,11.0,6.0,2.0,2.0,-1.7261999999999993,93.39000000000001,17.0,0.0,36.0,0.0,0.0,0.0
114,575,0,1.0,4.0,120.74970000000003,492.04514696399997,30.0,22.0,8.0,3.0,7.0,5.139900000000005,67.87,30.0,12.0,34.0,6.0,0.0,24.0
115,580,1,1.0,4.0,77.09940000000002,284.020868096,17.0,12.0,5.0,2.0,4.0,3.686600000000002,38.91,17.0,11.0,14.0,0.0,0.0,22.0
116,585,1,1.0,2.0,79.06430000000005,319.02116261599997,22.0,16.0,6.0,3.0,2.0,4.531600000000001,50.19,22.0,16.0,12.0,2.0,0.0,34.0
117,590,1,2.0,6.0,96.30100000000004,369.07832695999997,26.0,18.0,8.0,3.0,7.0,3.0894000000000004,105.32000000000001,26.0,17.0,18.0,4.0,0.0,34.0
118,595,1,1.0,5.0,93.21080000000003,322.077598688,23.0,18.0,5.0,4.0,1.0,2.7793400000000013,54.599999999999994,23.0,18.0,8.0,4.0,0.0,40.0
119,600,1,1.0,4.0,143.81099999999984,519.138340372,36.0,28.0,8.0,5.0,5.0,6.372200000000006,79.37,36.0,22.0,28.0,6.0,0.0,46.0
120,605,1,0.0,6.0,107.60850000000002,377.119797848,27.0,21.0,6.0,4.0,4.0,4.942540000000004,57.01,27.0,20.0,16.0,2.0,0.0,42.0
121,610,1,0.0,6.0,155.02279999999968,556.206564252,38.0,29.0,9.0,3.0,15.0,6.671800000000008,85.27,38.0,12.0,44.0,12.0,0.0,24.0
122,615,1,2.0,10.0,256.6215999999991,900.492481756,66.0,55.0,11.0,7.0,24.0,10.994939999999989,128.51000000000002,66.0,24.0,88.0,8.0,0.0,48.0
123,620,1,1.0,2.0,76.21580000000004,261.172878976,19.0,16.0,3.0,2.0,5.0,3.249100000000001,40.540000000000006,19.0,6.0,26.0,2.0,0.0,12.0
124,625,1,1.0,2.0,96.47880000000006,343.13390662399996,24.0,20.0,4.0,3.0,5.0,4.540800000000004,40.540000000000006,24.0,12.0,26.0,2.0,0.0,24.0
125,630,1,1.0,3.0,47.11150000000002,165.078978592,12.0,9.0,3.0,1.0,2.0,1.8117199999999998,41.82000000000001,12.0,6.0,10.0,2.0,0.0,12.0
126,635,1,2.0,3.0,77.14750000000004,281.108564468,19.0,14.0,5.0,1.0,6.0,3.128700000000001,66.4,19.0,6.0,22.0,4.0,0.0,12.0
127,640,1,2.0,5.0,106.32089999999998,410.966973952,25.0,16.0,9.0,3.0,3.0,4.738500000000001,63.25,25.0,15.0,18.0,4.0,0.0,32.0
128,645,1,1.0,10.0,107.67670000000003,449.07805218799996,31.0,20.0,11.0,3.0,6.0,1.95142,126.46,31.0,11.0,36.0,8.0,0.0,22.0
129,650,1,2.0,5.0,138.9033999999999,477.16885621600005,36.0,29.0,7.0,5.0,7.0,5.730400000000005,93.31,36.0,27.0,20.0,4.0,0.0,56.0
130,655,1,1.0,4.0,108.29620000000003,452.192292004,32.0,23.0,9.0,4.0,4.0,4.376200000000003,79.62,32.0,5.0,52.0,8.0,0.0,10.0
131,660,0,2.0,5.0,104.56390000000005,369.168856216,27.0,20.0,7.0,2.0,7.0,3.2047000000000008,89.02,27.0,12.0,26.0,6.0,0.0,24.0
132,665,1,2.0,6.0,139.98939999999985,509.17174867599994,36.0,27.0,9.0,3.0,12.0,5.195300000000004,98.25,36.0,18.0,34.0,6.0,0.0,36.0
133,670,1,3.0,10.0,130.0995,474.15641468800004,35.0,23.0,12.0,4.0,9.0,4.860700000000002,139.49,35.0,24.0,24.0,4.0,0.0,48.0
134,675,1,1.0,8.0,119.78470000000002,470.108247184,32.0,22.0,10.0,5.0,6.0,1.5123999999999995,104.13999999999999,32.0,18.0,28.0,4.0,0.0,40.0
135,680,1,1.0,6.0,122.80880000000005,444.16852186799997,33.0,26.0,7.0,4.0,6.0,4.029120000000003,88.96,33.0,18.0,30.0,6.0,0.0,36.0
136,685,0,1.0,6.0,119.24820000000003,450.17908655199994,33.0,25.0,8.0,4.0,8.0,0.9751000000000014,96.48,33.0,15.0,34.0,6.0,0.0,32.0
137,690,1,0.0,5.0,72.96280000000002,364.884989424,19.0,9.0,10.0,1.0,4.0,3.032000000000002,73.33000000000001,19.0,6.0,20.0,6.0,0.0,12.0
138,695,1,2.0,7.0,111.39100000000003,437.122299948,32.0,22.0,10.0,4.0,6.0,2.759400000000001,131.07999999999998,32.0,14.0,30.0,10.0,0.0,30.0
139,700,1,1.0,5.0,127.85020000000003,428.221226136,32.0,26.0,6.0,4.0,6.0,5.8918200000000045,69.04,32.0,21.0,24.0,2.0,0.0,44.0
140,705,1,3.0,4.0,114.65150000000001,418.13838793209,30.0,24.0,6.0,4.0,3.0,3.8600000000000034,59.93000000000001,30.0,18.0,26.0,2.0,2.0,36.0
141,710,1,2.0,3.0,92.2724,403.01021658,26.0,16.0,10.0,2.0,3.0,4.101000000000001,70.56,26.0,12.0,24.0,6.0,0.0,24.0
142,715,1,0.0,6.0,117.22340000000004,421.175004216,31.0,22.0,9.0,4.0,4.0,2.734820000000001,99.36000000000001,31.0,12.0,36.0,8.0,0.0,24.0
143,720,1,3.0,2.0,102.03490000000002,374.11973378000005,26.0,20.0,6.0,3.0,7.0,4.535900000000002,79.11,26.0,15.0,22.0,2.0,0.0,32.0
144,725,1,2.0,3.0,103.44810000000005,338.19942807200005,25.0,21.0,4.0,3.0,8.0,4.523600000000003,60.269999999999996,25.0,15.0,22.0,0.0,0.0,32.0
145,730,1,1.0,7.0,131.04519999999997,506.156575192,37.0,27.0,10.0,5.0,4.0,5.633720000000003,77.74000000000001,37.0,23.0,32.0,4.0,0.0,46.0
146,735,1,1.0,6.0,101.70870000000001,389.060090052,26.0,18.0,8.0,3.0,7.0,4.5195000000000025,77.25,26.0,17.0,20.0,2.0,0.0,34.0
147,740,1,2.0,11.0,231.57239999999936,841.3430577199999,59.0,46.0,13.0,7.0,19.0,8.723200000000007,140.01,59.0,22.0,74.0,10.0,0.0,46.0
148,745,1,0.0,5.0,118.16050000000008,432.208278504,30.0,23.0,7.0,4.0,4.0,3.791800000000003,59.080000000000005,30.0,6.0,50.0,4.0,0.0,12.0
149,750,1,1.0,5.0,111.10080000000008,399.20457302799997,29.0,23.0,6.0,3.0,7.0,4.0493200000000025,68.23,29.0,12.0,36.0,2.0,0.0,24.0
150,755,0,0.0,10.0,151.2374999999997,610.1610089400002,43.0,29.0,14.0,6.0,8.0,5.797400000000006,102.66000000000001,43.0,27.0,40.0,2.0,0.0,54.0
151,760,1,2.0,6.0,136.40999999999997,509.0812194199999,35.0,25.0,10.0,4.0,5.0,4.285640000000002,100.87,35.0,17.0,32.0,10.0,0.0,34.0
152,765,1,3.0,5.0,160.19489999999973,636.061313968,41.0,27.0,14.0,4.0,7.0,6.720500000000004,117.58,41.0,18.0,44.0,8.0,0.0,36.0
153,770,1,1.0,4.0,108.50470000000003,414.13463489599997,29.0,22.0,7.0,3.0,6.0,0.717100000000001,74.11,29.0,12.0,32.0,6.0,0.0,24.0
154,775,1,1.0,5.0,107.01200000000001,494.093483808,33.0,20.0,13.0,3.0,8.0,4.265900000000003,84.94000000000001,33.0,12.0,40.0,6.0,0.0,24.0
155,780,1,0.0,7.0,138.82749999999993,514.213757808,36.0,27.0,9.0,3.0,14.0,4.416920000000004,81.45000000000002,36.0,16.0,40.0,4.0,0.0,32.0
156,785,1,1.0,5.0,110.77630000000002,432.0813637399999,29.0,20.0,9.0,4.0,5.0,2.661500000000001,92.78,29.0,16.0,22.0,8.0,0.0,34.0
157,790,1,0.0,5.0,126.66750000000002,445.16241160799996,32.0,26.0,6.0,4.0,7.0,6.032760000000004,47.78,32.0,23.0,22.0,2.0,0.0,46.0
158,795,1,0.0,4.0,112.96830000000003,429.08015679999994,29.0,22.0,7.0,4.0,4.0,4.887000000000004,63.68000000000001,29.0,16.0,24.0,6.0,0.0,34.0
