,index,Inhibition Observed,h_bond_donors,h_bond_acceptors,molar_refractivity,molecular_weight,n_atoms,n_carbons,n_heteroatoms,n_rings,n_rot_bonds,logp,tpsa,n_heavy_atoms,n_aromatic_atom,single_bond,double_bond,triple_bond,aromatic_bond
28,147,1,0.0,5.0,92.45300000000003,321.096954228,21.0,15.0,6.0,3.0,3.0,2.1712,35.910000000000004,21.0,6.0,30.0,4.0,0.0,12.0
29,152,1,1.0,2.0,61.54470000000003,230.03775374399999,14.0,10.0,4.0,2.0,1.0,2.4030000000000005,15.27,14.0,6.0,18.0,0.0,0.0,12.0
30,157,1,0.0,3.0,66.99080000000004,257.05442072,16.0,11.0,5.0,2.0,2.0,2.07852,37.38,16.0,6.0,18.0,4.0,0.0,12.0
31,162,0,0.0,1.0,73.62240000000004,229.16992509208998,17.0,15.0,2.0,2.0,2.0,3.2497000000000016,6.25,17.0,6.0,20.0,4.0,0.0,12.0
32,167,1,0.0,3.0,80.92300000000003,280.109944372,21.0,18.0,3.0,5.0,0.0,3.9067000000000034,43.35,21.0,13.0,18.0,2.0,0.0,30.0
33,172,1,1.0,2.0,75.96870000000004,262.113984196,18.0,14.0,4.0,2.0,4.0,2.3180000000000005,32.34,18.0,6.0,22.0,4.0,0.0,12.0
34,177,1,0.0,3.0,99.81500000000007,347.17540439609,26.0,22.0,4.0,5.0,2.0,4.195320000000003,27.27,26.0,17.0,26.0,0.0,0.0,34.0
35,182,1,0.0,3.0,70.18000000000002,256.040340588,18.0,14.0,4.0,3.0,2.0,4.057000000000002,38.92,18.0,17.0,6.0,0.0,0.0,34.0
36,187,1,1.0,3.0,101.23220000000003,334.16812794399993,25.0,21.0,4.0,3.0,5.0,4.694200000000005,51.22,25.0,16.0,18.0,2.0,0.0,34.0
37,192,1,0.0,4.0,98.80400000000006,344.155849008,24.0,19.0,5.0,3.0,4.0,4.046520000000003,42.43,24.0,10.0,28.0,2.0,0.0,22.0
38,197,1,1.0,3.0,60.55420000000002,240.066555336,16.0,11.0,5.0,2.0,3.0,1.6438000000000001,51.22,16.0,6.0,20.0,2.0,0.0,12.0
39,202,1,0.0,4.0,78.08400000000003,265.1215121,20.0,16.0,4.0,3.0,3.0,3.2513200000000015,39.94,20.0,17.0,10.0,0.0,0.0,34.0
40,207,1,2.0,6.0,87.65210000000003,328.16477388,24.0,16.0,8.0,3.0,5.0,1.3441999999999998,115.79,24.0,11.0,26.0,4.0,0.0,22.0
41,212,1,2.0,2.0,88.63640000000002,314.0822054,22.0,17.0,5.0,3.0,4.0,4.011100000000002,54.12,22.0,15.0,14.0,2.0,0.0,32.0
42,217,1,1.0,3.0,98.83470000000005,342.194342692,25.0,20.0,5.0,3.0,6.0,3.6080000000000023,62.4,25.0,10.0,28.0,4.0,0.0,22.0
43,222,1,1.0,4.0,75.51070000000003,281.119797848,19.0,13.0,6.0,2.0,4.0,1.3552199999999999,66.06,19.0,6.0,24.0,4.0,0.0,12.0
44,227,1,2.0,3.0,73.25140000000005,257.156183356,17.0,12.0,5.0,2.0,5.0,0.7253000000000001,36.53,17.0,0.0,34.0,2.0,0.0,0.0
45,232,1,2.0,6.0,74.05210000000001,277.09973110000004,19.0,12.0,7.0,2.0,6.0,0.4429,85.83,19.0,11.0,16.0,2.0,0.0,22.0
46,237,1,2.0,6.0,84.35440000000003,320.09431137200005,22.0,14.0,8.0,2.0,6.0,1.60282,96.97,22.0,12.0,18.0,4.0,0.0,24.0
47,242,1,0.0,5.0,90.03700000000003,349.1260261,24.0,17.0,7.0,3.0,4.0,3.7573000000000025,59.230000000000004,24.0,11.0,28.0,2.0,0.0,22.0
48,247,1,0.0,3.0,82.31980000000006,313.171164724,21.0,16.0,5.0,3.0,3.0,2.443500000000001,54.45,21.0,0.0,40.0,6.0,0.0,0.0
49,252,1,2.0,4.0,96.47940000000006,343.135447912,24.0,18.0,6.0,3.0,5.0,3.548400000000001,74.85,24.0,12.0,24.0,4.0,0.0,24.0
50,257,1,0.0,6.0,75.61900000000003,287.13822478400004,21.0,14.0,7.0,3.0,4.0,0.9710999999999999,73.14,21.0,11.0,22.0,2.0,0.0,22.0
51,262,1,0.0,2.0,60.846000000000025,216.045425968,15.0,12.0,3.0,2.0,1.0,3.322280000000002,36.68,15.0,10.0,8.0,0.0,2.0,22.0
52,267,1,1.0,5.0,89.49470000000004,314.120132196,22.0,16.0,6.0,3.0,3.0,2.6458600000000008,59.290000000000006,22.0,13.0,16.0,2.0,0.0,30.0
53,272,1,1.0,5.0,77.49320000000002,300.048110128,21.0,14.0,7.0,3.0,3.0,2.9915000000000003,67.77000000000001,21.0,17.0,10.0,2.0,0.0,34.0
54,277,1,2.0,4.0,91.27910000000004,325.142641468,24.0,18.0,6.0,3.0,6.0,2.3917,90.23,24.0,15.0,18.0,2.0,0.0,32.0
55,282,1,1.0,6.0,84.07370000000002,308.138559132,23.0,16.0,7.0,3.0,5.0,1.35992,85.59,23.0,17.0,14.0,2.0,0.0,34.0
56,287,1,0.0,4.0,86.86150000000004,314.08891232,22.0,17.0,5.0,3.0,5.0,4.170300000000003,34.89,22.0,15.0,14.0,2.0,0.0,32.0
57,292,1,1.0,4.0,88.09170000000005,293.152812228,22.0,18.0,4.0,4.0,4.0,3.592200000000002,38.56,22.0,15.0,18.0,0.0,0.0,32.0
58,297,1,1.0,7.0,91.27020000000005,339.1331394040001,25.0,17.0,8.0,3.0,6.0,2.3218999999999994,91.16,25.0,17.0,18.0,2.0,0.0,34.0
59,302,1,0.0,6.0,82.82400000000003,319.09906240400005,22.0,15.0,7.0,3.0,5.0,2.4597000000000007,68.46,22.0,11.0,24.0,2.0,0.0,22.0
60,307,1,0.0,5.0,78.26900000000003,283.077933036,20.0,15.0,5.0,3.0,4.0,3.7323200000000023,51.81,20.0,17.0,10.0,0.0,0.0,34.0
61,312,1,1.0,6.0,82.91470000000001,315.067762276,22.0,15.0,7.0,3.0,5.0,3.1240200000000007,77.25,22.0,16.0,14.0,2.0,0.0,32.0
62,317,1,0.0,6.0,82.97050000000002,314.072513308,22.0,16.0,6.0,3.0,5.0,3.9214400000000023,69.13,22.0,16.0,14.0,2.0,0.0,32.0
63,322,1,1.0,3.0,59.60220000000001,231.08079016,17.0,12.0,5.0,2.0,3.0,1.5456999999999999,54.88,17.0,12.0,10.0,2.0,0.0,24.0
64,327,1,1.0,6.0,82.13780000000004,322.09872805599997,22.0,15.0,7.0,2.0,8.0,3.338800000000001,85.45,22.0,11.0,22.0,2.0,0.0,22.0
65,332,1,2.0,4.0,96.25140000000002,335.174610292,25.0,19.0,6.0,3.0,6.0,3.035520000000001,83.56,25.0,17.0,18.0,2.0,0.0,34.0
66,337,1,0.0,6.0,66.58340000000003,267.121906024,19.0,12.0,7.0,2.0,4.0,1.97562,87.26,19.0,5.0,26.0,4.0,0.0,10.0
67,342,1,2.0,5.0,88.93290000000003,323.13822478400004,24.0,17.0,7.0,3.0,4.0,1.5910199999999999,88.91000000000001,24.0,15.0,16.0,4.0,0.0,32.0
68,347,1,0.0,6.0,60.25250000000002,252.048110128,17.0,10.0,7.0,2.0,4.0,1.3241999999999998,60.67,17.0,11.0,12.0,2.0,0.0,22.0
69,352,0,1.0,4.0,83.40470000000003,295.13207678400005,22.0,17.0,5.0,2.0,5.0,2.7196000000000007,75.00999999999999,22.0,12.0,18.0,2.0,2.0,24.0
70,357,1,2.0,3.0,83.19840000000003,282.136827816,21.0,17.0,4.0,3.0,5.0,2.973300000000001,58.03,21.0,15.0,12.0,2.0,0.0,32.0
71,362,1,2.0,2.0,103.37940000000005,343.17183342000004,24.0,19.0,5.0,3.0,3.0,3.4755200000000013,48.13,24.0,10.0,26.0,4.0,0.0,22.0
72,367,1,3.0,3.0,90.8021,332.049859716,22.0,15.0,7.0,3.0,4.0,3.809700000000001,65.88,22.0,16.0,14.0,2.0,0.0,32.0
73,372,0,0.0,6.0,90.67300000000006,332.1194635,23.0,17.0,6.0,3.0,4.0,2.9015000000000013,61.19,23.0,10.0,24.0,4.0,0.0,22.0
74,377,1,2.0,7.0,58.19180000000001,228.068096624,15.0,8.0,7.0,1.0,3.0,0.2946,104.11999999999999,15.0,6.0,16.0,2.0,0.0,12.0
75,382,1,1.0,3.0,60.39970000000002,216.035733876,15.0,11.0,4.0,2.0,1.0,2.7776700000000005,48.81,15.0,10.0,6.0,2.0,2.0,22.0
76,387,1,1.0,7.0,91.50170000000001,341.09464572,24.0,16.0,8.0,3.0,6.0,2.4017,81.93,24.0,17.0,16.0,2.0,0.0,34.0
77,392,1,1.0,5.0,155.5386999999997,535.196333916,37.0,29.0,8.0,4.0,10.0,6.220640000000007,69.72,37.0,12.0,46.0,10.0,0.0,24.0
78,397,1,0.0,6.0,81.74760000000003,340.98839196,19.0,10.0,9.0,2.0,2.0,0.4357,71.52000000000001,19.0,0.0,28.0,12.0,0.0,0.0
79,402,1,3.0,6.0,97.79680000000002,394.04056154799997,26.0,15.0,11.0,2.0,5.0,1.4010199999999997,130.44000000000003,26.0,12.0,20.0,10.0,0.0,24.0
80,407,1,2.0,5.0,68.32270000000001,248.061948624,17.0,12.0,5.0,1.0,4.0,2.3265800000000003,62.12,17.0,6.0,16.0,4.0,2.0,12.0
81,412,1,0.0,4.0,130.37099999999998,500.02278201200005,30.0,23.0,7.0,4.0,6.0,5.409900000000005,40.620000000000005,30.0,12.0,34.0,8.0,0.0,24.0
82,417,1,1.0,6.0,130.16619999999998,495.115018084,32.0,23.0,9.0,3.0,10.0,5.980520000000005,65.38000000000001,32.0,16.0,34.0,2.0,0.0,32.0
83,422,1,1.0,5.0,99.01400000000004,412.049584944,27.0,17.0,10.0,2.0,9.0,3.3039000000000014,117.82000000000002,27.0,12.0,24.0,8.0,0.0,24.0
84,427,1,0.0,5.0,95.51790000000004,338.126657056,25.0,19.0,6.0,3.0,5.0,4.342540000000003,73.85,25.0,15.0,18.0,4.0,0.0,32.0
85,432,0,1.0,7.0,125.92570000000003,467.1402585199999,33.0,25.0,8.0,4.0,7.0,5.202120000000005,83.09,33.0,17.0,34.0,4.0,0.0,34.0
86,437,1,2.0,5.0,103.42380000000003,432.973188964,26.0,17.0,9.0,3.0,5.0,3.281500000000002,93.5,26.0,12.0,24.0,8.0,0.0,24.0
87,442,1,1.0,5.0,109.58970000000001,397.065175432,27.0,20.0,7.0,4.0,4.0,5.377040000000003,68.02000000000001,27.0,19.0,16.0,2.0,0.0,42.0
88,447,1,0.0,7.0,117.85300000000002,421.13055256,30.0,22.0,8.0,5.0,3.0,3.140200000000001,65.06,30.0,21.0,20.0,4.0,0.0,44.0
89,452,1,0.0,1.0,58.18700000000004,175.136099544,13.0,12.0,1.0,1.0,3.0,3.474400000000002,12.36,13.0,6.0,12.0,2.0,0.0,12.0
90,457,1,1.0,4.0,118.57820000000001,420.135303592,30.0,23.0,7.0,4.0,3.0,4.283300000000003,74.66,30.0,16.0,26.0,6.0,0.0,34.0
91,462,1,0.0,3.0,111.96150000000002,409.00949039600005,27.0,22.0,5.0,5.0,1.0,6.7737000000000025,29.43,27.0,18.0,22.0,4.0,0.0,36.0
92,467,1,2.0,8.0,142.1478999999999,537.0761340399999,37.0,26.0,11.0,4.0,7.0,4.879900000000004,115.32000000000001,37.0,21.0,28.0,8.0,0.0,44.0
93,472,1,1.0,5.0,140.8566999999999,493.200156344,37.0,30.0,7.0,6.0,4.0,4.466140000000004,78.95,37.0,18.0,40.0,8.0,0.0,36.0
94,477,1,2.0,7.0,100.62260000000003,377.140927216,26.0,18.0,8.0,1.0,11.0,1.9775800000000001,114.44,26.0,6.0,32.0,6.0,2.0,12.0
95,482,1,2.0,6.0,95.36740000000005,362.15095365600007,25.0,18.0,7.0,2.0,7.0,3.045180000000002,87.03999999999999,25.0,6.0,34.0,4.0,2.0,12.0
96,487,1,1.0,7.0,133.0187,473.152160596,34.0,25.0,9.0,4.0,8.0,4.955250000000005,111.13000000000001,34.0,12.0,38.0,10.0,2.0,24.0
97,492,1,1.0,6.0,104.57080000000005,389.12969383599994,27.0,20.0,7.0,3.0,6.0,3.582300000000002,68.23,27.0,12.0,32.0,2.0,0.0,24.0
98,497,1,0.0,3.0,89.56130000000003,375.97687737600006,22.0,17.0,5.0,3.0,1.0,3.892800000000003,51.21,22.0,12.0,16.0,8.0,0.0,24.0
99,502,1,1.0,5.0,107.41980000000002,393.157622836,29.0,23.0,6.0,4.0,5.0,3.2959000000000014,76.07000000000001,29.0,12.0,34.0,6.0,0.0,24.0
100,507,1,0.0,4.0,123.61980000000004,423.19804816800007,30.0,24.0,6.0,4.0,6.0,3.4548000000000023,43.86000000000001,30.0,16.0,28.0,4.0,0.0,34.0
101,512,1,1.0,4.0,95.77220000000003,337.1426414680001,25.0,19.0,6.0,3.0,5.0,2.5940000000000003,75.28999999999999,25.0,16.0,16.0,4.0,0.0,34.0
102,517,1,1.0,4.0,103.74970000000003,354.140198944,25.0,20.0,5.0,3.0,5.0,5.054040000000003,51.22,25.0,15.0,20.0,2.0,0.0,32.0
103,522,1,1.0,3.0,97.52370000000005,349.155704688,24.0,18.0,6.0,2.0,7.0,4.057520000000003,46.50000000000001,24.0,11.0,26.0,2.0,0.0,22.0
104,527,0,1.0,5.0,71.83120000000001,329.05110708,23.0,14.0,9.0,2.0,4.0,1.6282999999999996,85.61000000000001,23.0,10.0,20.0,6.0,0.0,22.0
105,532,1,1.0,2.0,76.38070000000005,257.17607309209,19.0,15.0,4.0,4.0,3.0,1.3712,26.15,19.0,9.0,24.0,0.0,0.0,20.0
106,537,1,2.0,2.0,104.9794,364.097855464,26.0,21.0,5.0,3.0,4.0,5.153020000000002,58.2,26.0,18.0,16.0,4.0,0.0,36.0
107,542,1,2.0,4.0,124.90640000000002,437.150619308,31.0,24.0,7.0,3.0,8.0,5.069320000000004,79.78999999999999,31.0,16.0,26.0,6.0,0.0,34.0
108,547,1,1.0,5.0,125.52920000000003,535.015967148,30.0,22.0,8.0,3.0,7.0,4.999520000000004,72.81,30.0,18.0,24.0,4.0,0.0,36.0
109,552,1,1.0,4.0,110.03150000000002,461.99746106400005,28.0,18.0,10.0,3.0,6.0,4.448800000000003,75.71,28.0,12.0,30.0,6.0,0.0,24.0
110,557,1,1.0,5.0,129.32269999999994,462.065031112,32.0,24.0,8.0,5.0,4.0,4.881800000000003,72.15,32.0,25.0,12.0,6.0,0.0,54.0
111,562,1,1.0,4.0,119.65320000000001,422.139720276,30.0,24.0,6.0,4.0,6.0,5.007900000000004,50.8,30.0,18.0,28.0,2.0,0.0,36.0
112,567,1,1.0,5.0,107.33180000000002,438.0749270999999,29.0,20.0,9.0,3.0,7.0,3.054200000000002,79.31000000000002,29.0,12.0,34.0,4.0,0.0,24.0
113,572,1,2.0,5.0,95.90080000000005,343.15320615199994,25.0,18.0,7.0,2.0,7.0,2.9485400000000013,93.5,25.0,12.0,24.0,4.0,0.0,24.0
114,577,0,0.0,7.0,159.51099999999968,595.0767144280001,39.0,29.0,10.0,6.0,6.0,8.401900000000001,65.6,39.0,27.0,30.0,2.0,0.0,56.0
115,582,1,1.0,4.0,108.89470000000007,360.22353464400004,25.0,21.0,4.0,2.0,9.0,5.955200000000006,34.15,25.0,11.0,30.0,0.0,0.0,22.0
116,587,1,3.0,7.0,119.65120000000003,443.205635648,32.0,23.0,9.0,2.0,9.0,2.961000000000001,118.48,32.0,12.0,36.0,6.0,0.0,24.0
117,592,1,2.0,5.0,133.97889999999995,458.1300281839999,33.0,26.0,7.0,4.0,5.0,5.157800000000004,80.57000000000001,33.0,22.0,20.0,6.0,0.0,46.0
118,597,1,1.0,6.0,125.21570000000001,449.11423379999997,32.0,24.0,8.0,4.0,7.0,4.203100000000004,85.68,32.0,22.0,18.0,6.0,0.0,46.0
119,602,1,1.0,5.0,126.04050000000004,531.1206396199999,35.0,23.0,12.0,4.0,5.0,4.2348000000000035,78.95,35.0,12.0,46.0,6.0,0.0,24.0
120,607,1,1.0,5.0,99.44350000000004,398.07032038799997,26.0,17.0,9.0,2.0,7.0,2.6164000000000014,84.94000000000001,26.0,12.0,24.0,6.0,0.0,24.0
121,612,1,1.0,4.0,99.06690000000005,402.02078335199997,25.0,16.0,9.0,2.0,4.0,4.999900000000003,89.31,25.0,12.0,22.0,6.0,0.0,24.0
122,617,1,2.0,10.0,272.5835999999994,948.4924817560001,70.0,59.0,11.0,8.0,25.0,12.045099999999984,128.51000000000002,70.0,30.0,86.0,8.0,0.0,60.0
123,622,1,1.0,3.0,83.73480000000005,299.15214353199997,22.0,18.0,4.0,3.0,5.0,3.4804000000000013,53.68000000000001,22.0,11.0,24.0,2.0,0.0,22.0
124,627,1,1.0,8.0,112.7512,477.10824509599996,33.0,21.0,12.0,4.0,8.0,4.966200000000004,98.98,33.0,21.0,28.0,2.0,0.0,42.0
125,632,1,2.0,9.0,148.25269999999986,547.15255452,39.0,27.0,12.0,5.0,7.0,4.143420000000004,147.14,39.0,22.0,30.0,10.0,0.0,46.0
126,637,1,1.0,1.0,69.49870000000006,217.183049736,16.0,15.0,1.0,2.0,4.0,3.253300000000001,12.03,16.0,6.0,22.0,0.0,0.0,12.0
127,642,1,1.0,5.0,124.04310000000002,449.06009005199996,31.0,23.0,8.0,4.0,6.0,5.854500000000004,85.13,31.0,21.0,18.0,6.0,0.0,44.0
128,647,1,1.0,5.0,115.14070000000004,423.21580640800005,31.0,24.0,7.0,3.0,9.0,0.6290000000000013,87.0,31.0,12.0,36.0,6.0,0.0,24.0
129,652,1,1.0,4.0,152.05269999999973,510.19434269199996,39.0,34.0,5.0,7.0,4.0,5.851120000000004,66.48,39.0,24.0,34.0,8.0,0.0,48.0
130,657,1,2.0,3.0,95.69670000000004,344.1194635,24.0,18.0,6.0,2.0,6.0,3.0200400000000007,75.27,24.0,12.0,18.0,8.0,0.0,24.0
131,662,0,1.0,7.0,119.61640000000001,493.06371822000006,32.0,24.0,8.0,3.0,6.0,4.544560000000005,118.36,32.0,12.0,34.0,6.0,4.0,24.0
132,667,1,0.0,0.0,99.94400000000002,342.08108135608995,23.0,20.0,3.0,3.0,3.0,5.932820000000004,3.88,23.0,16.0,14.0,2.0,0.0,34.0
133,672,1,2.0,7.0,127.60230000000003,510.0538818079999,33.0,23.0,10.0,3.0,8.0,4.4471200000000035,122.93,33.0,18.0,26.0,8.0,0.0,36.0
134,677,1,1.0,6.0,110.07670000000003,428.1405928679999,30.0,22.0,8.0,4.0,6.0,-0.1041999999999983,83.34,30.0,11.0,38.0,6.0,0.0,22.0
135,682,1,1.0,4.0,118.47870000000003,433.099332684,31.0,24.0,7.0,4.0,5.0,5.035120000000004,62.94,31.0,21.0,18.0,6.0,0.0,44.0
136,687,0,1.0,8.0,115.81460000000003,481.9861961719999,31.0,20.0,11.0,4.0,5.0,5.529900000000004,144.9,31.0,21.0,18.0,6.0,0.0,44.0
137,692,1,3.0,3.0,129.5882,486.094290076,32.0,27.0,5.0,4.0,7.0,5.095400000000004,61.36,32.0,24.0,20.0,2.0,0.0,48.0
138,697,1,1.0,4.0,122.92020000000001,485.99408993599997,32.0,23.0,9.0,4.0,4.0,5.327400000000003,75.71,32.0,18.0,26.0,8.0,0.0,36.0
139,702,1,1.0,5.0,118.85350000000003,463.10357640399997,31.0,21.0,10.0,3.0,7.0,3.4255000000000013,95.91,31.0,12.0,32.0,10.0,0.0,24.0
140,707,1,1.0,4.0,94.69480000000006,457.09241910000003,31.0,19.0,12.0,2.0,9.0,5.701200000000003,51.05,31.0,12.0,38.0,2.0,0.0,24.0
141,712,1,2.0,6.0,170.31559999999976,777.8313055840002,39.0,29.0,10.0,4.0,8.0,9.256999999999996,83.64,39.0,24.0,32.0,4.0,0.0,48.0
142,717,1,0.0,10.0,130.089,475.1855689000001,35.0,25.0,10.0,5.0,6.0,2.1904999999999992,100.58999999999999,35.0,21.0,28.0,6.0,0.0,44.0
143,722,1,2.0,1.0,105.48610000000004,414.08773862800007,27.0,20.0,7.0,3.0,5.0,6.750320000000005,41.81,27.0,15.0,26.0,0.0,0.0,32.0
144,727,1,1.0,6.0,82.65259999999999,394.9863464761799,24.0,13.0,11.0,2.0,3.0,0.21419999999999917,161.07999999999998,24.0,12.0,14.0,8.0,0.0,24.0
145,732,1,1.0,6.0,148.60769999999974,532.1699748479999,37.0,29.0,8.0,5.0,8.0,7.167000000000006,69.04,37.0,23.0,34.0,2.0,0.0,46.0
146,737,1,0.0,3.0,73.72499999999998,336.03220388000005,24.0,16.0,8.0,3.0,2.0,4.58748,49.82,24.0,15.0,16.0,2.0,2.0,32.0
147,742,1,1.0,4.0,112.09770000000003,439.109897368,31.0,23.0,8.0,6.0,1.0,3.218720000000002,69.72,31.0,12.0,42.0,6.0,0.0,24.0
148,747,1,1.0,1.0,47.52880000000002,184.029107208,12.0,9.0,3.0,1.0,2.0,2.2755199999999998,37.3,12.0,6.0,10.0,2.0,0.0,12.0
149,752,1,1.0,7.0,117.25169999999999,411.092058876,28.0,20.0,8.0,4.0,3.0,4.056820000000003,63.68,28.0,17.0,22.0,6.0,0.0,34.0
150,757,0,0.0,8.0,161.45549999999966,629.1708453520001,45.0,33.0,12.0,6.0,11.0,7.711500000000005,90.19000000000001,45.0,33.0,32.0,2.0,0.0,66.0
151,762,1,1.0,3.0,101.03980000000003,330.13682781599994,25.0,21.0,4.0,4.0,2.0,4.205000000000004,52.900000000000006,25.0,16.0,18.0,4.0,0.0,34.0
152,767,1,1.0,7.0,109.87469999999999,387.133139404,29.0,21.0,8.0,5.0,3.0,2.3407999999999998,86.32,29.0,24.0,10.0,4.0,0.0,52.0
153,772,1,2.0,3.0,119.58940000000004,410.24381830409,30.0,24.0,6.0,3.0,6.0,3.331500000000002,63.08,30.0,12.0,36.0,4.0,0.0,24.0
154,777,1,0.0,5.0,114.13299999999998,469.975853028,29.0,20.0,9.0,3.0,5.0,6.142440000000002,61.19,29.0,17.0,24.0,4.0,0.0,34.0
155,782,1,2.0,3.0,117.47440000000007,397.218783612,28.0,23.0,5.0,6.0,4.0,4.706300000000003,44.37,28.0,6.0,48.0,4.0,0.0,12.0
156,787,1,1.0,4.0,111.05930000000001,462.02415447999994,28.0,18.0,10.0,3.0,5.0,4.277220000000003,83.55000000000001,28.0,12.0,28.0,8.0,0.0,24.0
157,792,1,1.0,5.0,140.9687999999999,504.18158508799996,36.0,29.0,7.0,4.0,8.0,5.210720000000004,70.08,36.0,18.0,36.0,6.0,0.0,36.0
158,797,1,1.0,6.0,89.88320000000002,355.021596368,22.0,14.0,8.0,2.0,6.0,3.761000000000002,71.95,22.0,11.0,20.0,4.0,0.0,22.0
159,802,1,0.0,0.0,50.15800000000004,241.99969364,8.0,6.0,2.0,0.0,3.0,1.4243999999999997,0.0,8.0,0.0,14.0,0.0,0.0,0.0
